artist,title,lyric,track_id,danceability,energy,loudness,mode,acousticness,valence,tempo
  Barry Manilow  ,There`s A Kind Of Hush,there's a kind of hush All over the world tonight All over the world You can hear the sound of lovers in love You know what I mean Just the two of us And nobody else in sight There's nobody else and I'm feelin good Just holding you tight so listen very carefully Get closer now and you will see what I mean It isn't a dream The only sound that you will hear Is when I whisper in your ear I love you For ever and ever There's a kind of hush All over the world tonight All over the world You can hear the sound of lovers in love  so listen very carefully Get closer now and you will see what I mean It isn't a dream The only sound that you will hear Is when I whisper in your ear I love you For ever and ever there's a kind of hush All over the world tonight All over the world You can hear the sound of lovers in love of lovers in love of lovers in love of lovers in love of lovers in love,4bNA3BxzlqwXj8QYY8KBij,0.823,0.809,-6.439,1,0.353,0.905,120.046
  A Great Big World  ,Say Something (Feat. Christina Aguilera),Say something I'm giving up on you I'll be the one if you want me to Anywhere I would've followed you Say something I'm giving up on you And I am feeling so small It was over my head I know nothing at all And I will stumble and fall I'm still learning to love Just starting to crawl Say something I'm giving up on you I'm sorry that I couldn't get to you Anywhere I would've followed you Say something I'm giving up on you And I will swallow my pride You're the one that I love And I'm saying goodbye Say something I'm giving up on you And I'm sorry that I couldn't get to you And anywhere I would've followed you Say something I'm giving up on you Say something I'm giving up on you,6Vc5wAMmXdKIAM7WUoEb7N,0.407,0.147,-8.822,1,0.857,0.0765,141.284
  Marvin Gaye  ,I Live For You,"You Marvin Gaye Written by: Jack Goga/Ivy Jo Hunter/Jeffrey Bowen  You, you I see in my mirror in the mornin' Instead of seein' me I see you, I see your face And inside me is a growing need for your embrace In the light of day, though our faces meet Someone there might see someone else speak Till the dark of night, while the moon is new While we whisper words of love in our secret rendezvous Somethin's wrong I know, girl I love you so Yes I need you, I need you baby  Oh you, my sweetest joy You can afford the best of life I'm just a heartbreakin' boy Oh you've given your love to me Girl, I can't let you hurt yourself by being seen with me We're worlds apart, so close yet very far So we must hide the love we're feelin' in our hearts We meet in shadows, your friends must never know That we are lovers, darlin' Alhough it hurts me so, for your sake no one must see The press of love you're givin' me But you know, I need you baby  One day I'll make the break, my love will start to shine I can tell the world that you are mine, all mine Till then we must go on the way we have before And never let it show without each other's souls I'll never one-way track 'cause there's no turnin' back Oh I need you baby  (repeat verse 1 and fade)",0nQi7XGSxAPXV8MD3Cg7dJ,0.28,0.652,-8.571,1,0.325,0.53,149.954
  Cleopatra  ,I Want You Back,"When i say what. When i say what. When i say what. When i say what.  Uhh-uhhhh-uhhhh-uh-uh-uh-uh-uh-uh a Let me tell you now (ooo-ooo-honey-uh-uh-uh-uh-uh-uh-uh-uh-uh-ooo-ooo-ooo) uhh-uhh.  When i had you to myself i didn't want you around. Those pretty faces always made you stand out in the crowd. (but) someone picked you from the bunch, one glance was all it took. Now it's much too late for me to take a second look (ooo-ooo-ooo).  Oh baby give me one more chance (to show you that i love you). Won't you please let me (back in your heart). Oh darling i was blind to let you go (let you go baby), But now since i see you in her arms (i want you back) Yes i do now (i want you back) Ooo-ooo baby (i want you back) Yea, yea, yea, yeah (i want you back) Now, now, now, now.  Trying to live without your love is one long sleepless night. Let me show you boy that (i know wrong from right). Every street you walk on i leave tear stains on the ground, Following the boy (i didn't even want around ooo-ooo-ooo).  A ?let me tell you now. Oh baby all i need is one more chance (to show you that i love you). Won't you please let me (back in your heart). Oh darling i was blind to let you go (let you go baby), But now since i see you in her arms (i want you back, i want you back), (i want you back, i want you back), (i want you back, i want you back), (i want you back, i want you back).  Ba-mm-ba-bow, ba-mm-ba-bow, ba-mm-ba-bow, ba-mm-ba-bow, ba-mm-ba-bow, ba-mm-ba-bow, ba-mm-ba-bow.  All i want, all i need, all i want, all i need. Baby just one more chance (to show you that i love you). Baby (baby, baby, baby) baby, baby, (i want you back).  Forget what happened then, let me live again. Oh baby i was blind to let you go (ooo-ooo-ooo, honey), but now since i see you in her arms (i want you back). Spare me of this cost (i want you back). Give me back what i lost. Oh baby i need one more chance, ha, I tell you that i love you,  Baby, ohh, ohh, ohh, i want you back, (i want you back), (i want you back). I want you back for the 9-8 Ha, ha, ha, ha, ha, ha yeah, y'all, i want you back, I want you back 1998 y'all, 1998 y'all. I want you back now baby, baby, I want you back now baby, i want you back now baby, I want you back now baby, i want you back now baby, I want you back now baby, Oo-ooo-ooo-ooo-ooooo-ooo, (i want you back, baby), I want you back, 1998 y'all, I want you back now baby, ow, ow, ow.",6ZDgbeuX59wzXRQIICSyZg,0.67,0.958,-3.632,1,0.382,0.753,100.261
  Niia  ,California (Feat. Boogie),I ca came I ca came I I I I I ca came I ca came I I I I Came to California Nothing but those blue skies Why'd I leave my old life Blame it on your grey eyes Oh but love's deceiving You know I've tried Came to California California Ooh but now I don't know why 'Cause every time you need me I fall apart And every time you trust me I break your heart Every time you kiss me it's just okay And every time you're with me I'm far away 'Cause every time you need me I fall apart And every time you trust me I break your heart And every time you kiss me it's just okay And every time you're with me I'm far away 'Cause every time you need me I fall apart And every time you trust me I break your heart And every time you kiss me it's just okay And every time you're with me I'm far away 'Cause every time you need me I fall apart And every time you trust me I break your heart And every time you kiss me it's just okay And every time you're with me I'm far away Ooh California Ooh California,4bVkYmknmnWmm0aYb3FHdD,0.759,0.497,-9.846,0,0.45,0.418,124.987
"  Sam Smith ,  Galantis  ",Too Good At Goodbyes (Galantis Remix),You must think that I'm stupid You must think that I'm a fool You must think that I'm new to this But I have seen this all before I'm never gonna let you close to me Even though you mean the most to me 'Cause every time I open up it hurts So I'm never gonna get too close to you Even when I mean the most to you In case you go and leave me in the dirt But every time you hurt me babe the less that I cry And every time you leave me the quicker these tears dry And every time you walk out the less I love you Baby we don't stand a chance it's sad but it's true I'm way too good at goodbyes I'm way too good at goodbyes We don't stand a chance Baby We don't stand a chance I know you're thinkin' I'm heartless I know you're thinkin' I'm cold I'm just protectin' my innocence I'm just protectin' my soul I'm never gonna let you close to me Even though you mean the most to me 'Cause every time I open up it hurts So I'm never gonna get too close to you Even when I mean the most to you In case you go and leave me in the dirt But every time you hurt me the less that I cry And every time you leave me the quicker these tears dry And every time you walk out the less I love you Baby we don't stand a chance it's sad but it's true I'm way too good at goodbyes I'm way too good at goodbyes We don't stand a chance Baby We don't stand a chance We don't stand a chance Baby We don't stand a chance But every time you hurt me the less that I cry And every time you leave me the quicker these tears dry And every time you walk out the less I love you Baby we don't stand a chance it's sad but it's true I'm way too good at goodbyes,73iA9tbFNvev9M8Q83Q93D,0.625,0.731,-4.558,1,0.269,0.631,95.882
  Perry Como  ,Magic Moments,Magic moments When two hearts are carin' Magic moments Memories weve been sharin' I'll never forget the moment we kissed The night of the hayride The way that we hugged to try to keep warm While takin' a sleigh ride Magic moments Memories weve been sharin' Magic moments When two hearts are carin' Time cant erase the memory of These magic moments Filled with love The telephone call that tied up the line For hours and hours The Saturday dance I got up the nerve To send you some flowers Magic moments Memories weve been sharin' Magic moments When two hearts are carin' Time cant erase the memory of These magic moments Filled with love The way that we cheered Whenever our team Was scoring a touchdown The time that the floor Fell out of my car When I put the clutch down The penny arcade The games that we played The fun and the prizes The Halloween hop When everyone came In funny disguises Magic moments Filled with love,7bflxIMDz5mFxhQyYx1CEh,0.719,0.257,-14.446,0,0.88,0.75,103.829
  Zac Efron  ,Scream,"The day your door is closed The echoes fill your soul They wont say which way to go Just trust your heart To find what youre here for Open another door But Im not sure anymore Its just so hard  Voices in my head tell me they know best Got me on the edge theyre pushin pushin theyre pushin I know theyve got a plan but the balls in my hand This time its man to man Im droppin fightin its time too Whole worlds upside down its spinning faster What do I do now Cause I choke, I dont know where to go whats the right team I want my own thing so bad Im gonna scream I cant choose so confused whats it all mean I want my own dream so bad Im gonna scream Im kickin down the walls I gotta make them fall Just break through them all Im pushin crushin Im gonna Fight to find myself me and no one else Which way I can tell Im searchin, searchin cant find a Road that I should take I should, tomorrow left us It's Like nothing works without you I dont know where to go whats the right team I want my own thing so bad Im gonna scream I cant choose so confused whats it all mean I want my own dream so bad Im gonna scream Get the clocks roll it down Here they crowd get loud I can shoot by the sound Is it her Is it love Can the music ever be enough Gotta work it out gonna work it out You can do it you can do it  I dont know where to go whats the right team I want my own thing so bad Im gonna scream I can't choose, so confused whats it all mean I want my own dream so bad Im gonna scream I don't know where to go whats the right team I want my own thing I want my own thing I can't choose, so confused whats it all mean I want my own dream so bad Im gonna scream",20QRXRV7wUFOIgBQCGnUy3,0.632,0.843,-4.374,0,0.0603,0.542,110.983
  Dua Lipa  ,Bad Together,"Know you're bad for me, but you know I am too Me and you together, like a loved up bruise I'll make you an offer that you can't refuse Baby, you're okay Baby, you're okay No, you won't, won't go breaking my heart You've seen that we got the same pain, same scar Felt that when we got closer in the dark Baby, I'm okay Baby, I'm okay  [Pre-Chorus] Baby, when When you're far away, I promise you I'll be good I guess we're misunderstood So baby, please, don't hear what people say 'Cause I've heard things 'bout you too Makes me know that I'm for you  [Chorus] Oh, no, I don't care what's been done here before me I don't give a damn, just as long as you care 'Cause, baby, I've been bad, but the heavens forgave me You don't need to ask 'cause I'm already there Let's be bad together, baby, you and I Let's be bad together, if only for a while Let's be bad together, make the devil smile Let's be bad together, let's be bad together, ooh yeah  [Verse 2] Nothing could stop us, we got it all The love, the passion, but most of all We mess up, but run from the scene But I throw my hands up, if you know what I mean Ah, 'cause I'm not afraid to tell you when you're wrong And I know that you miss me when I'm gone We make a great team With you, I'm badder than I've ever been  [Pre-Chorus] Baby, when When you're far away, I promise you I'll be good I guess we're misunderstood So baby, please, don't hear what people say 'Cause I've heard things 'bout you too Makes me know that I'm for you  [Chorus] Oh, no, I don't care what's been done here before me I don't give a damn, just as long as you care 'Cause, baby, I've been bad, but the heavens forgave me You don't need to ask 'cause I'm already there Let's be bad together, baby, you and I Let's be bad together, if only for a while Let's be bad together, make the devil smile Let's be bad together, let's be bad together, ooh yeah  [Bridge] Let's be bad, babe Let's be bad Let's be bad, babe Let's be bad Let's be bad, babe Let's be bad Let's be bad, babe  [Chorus] Oh, no, I don't care what's been done here before me I don't give a damn, just as long as you care 'Cause, baby, I've been bad, but the heavens forgave me You don't need to ask 'cause I'm already there Let's be bad together, baby, you and I Let's be bad together, if only for a while Let's be bad together, make the devil smile Let's be bad together, let's be bad together, ooh yeah",1yr8bvOuWtDsa6zYBi4lYZ,0.703,0.628,-6.349,0,0.0076,0.425,103.983
  Noah Kahan  ,False Confidence,Don't take yourself so seriously Look at you all dressed up for someone you never see You're here for a reason but you don't know why You're split and uneven your hands to the sky Surrender yourself And I wonder why I tear myself down To be built back up again Oh I hope somehow I'll wake up young again All that's left of myself Holes in my false confidence And now I lay myself down And hope I wake up young again Hope I wake up young again Don't let those demons in again mhm hmm I fill the void up with polished doubt fake sentiment Surrender yourself And I wonder why I tear myself down To be built back up again Oh I hope somehow I'll wake up young again All that's left of myself Holes in my false confidence And now I lay myself down And hope I wake up young again Hope I wake up young again Hope I wake up young again Why won't you take me seriously Look at me all fucked up over someone I'll never meet And I wonder why I tear myself down To be built back up again Oh I hope somehow I'll wake up young again All that's left of myself Holes in my false confidence And now I lay myself down And hope I wake I wonder why I tear myself down To be built back up again Oh I hope some how I wake up young again All that's left of myself Holes in my false confidence And now I lay myself down And hope I wake up young again Hope I wake up young again Hope I wake up young again,7cRoXzAewXJ1mrtf3a0yBe,0.415,0.681,-7.633,1,0.154,0.315,108.972
  Pink  ,Try,Ever wonder about What he's doing How it all turned to lies Sometimes I think that it's better to never ask why Where there is desire There is gonna be a flame Where there is a flame Someone's bound to get burned But just because it burns Doesn't mean you're gonna die You've gotta get up and try try try Gotta get up and try try try You gotta get up and try try try Funny how the heart can be deceiving More than just a couple times Why do we fall in love so easy Even when it's not right Where there is desire There is gonna be a flame Where there is a flame Someone's bound to get burned But just because it burns Doesn't mean you're gonna die You've gotta get up and try try try Gotta get up and try try try You gotta get up and try try try Ever worried that it might be ruined And does it make you wanna cry When you're out there doing what you're doing Are you just getting by Tell me are you just getting by by by Where there is desire There is gonna be a flame Where there is a flame Someone's bound to get burned But just because it burns Doesn't mean you're gonna die You've gotta get up and try try try Gotta get up and try try try You gotta get up and try try try Gotta get up and try try try Gotta get up and try try try You gotta get up and try try try Gotta get up and try try try You gotta get up and try try try Gotta get up and try try try,1jF7IL57ayN4Ity3jQqGu0,0.674,0.628,-7.079,1,0.00144,0.552,103.998
  J.Fla  ,Closer,"Hey, I was doing just fine before i met you I drank to much and thats an issue But I'm ok  Hey, tell your friends it was nice to meet them But i hope i never see them again I know it breaks your heart Moved to the city in a broke down car and 4 years no calls Now You're looking pretty in a hotel bar And I can't stop No I can't stop So baby pull me closer In the back seat of your Rover That i know you cant afford Bite the tatoo on your shoulder Pull the sheets right of the corner Of the mattres that you stole From your roomate back in Boulder We ain't ever getting older We ain't ever getting older You look as good as the day i met you I forgot just why i left you I was insane Stay and play that Blink 182 song That we beat to death in Tuscon, ok I know it breaks your heart Moved to the city in a broke down car and 4 years no calls Now I'm looking pretty in a hotel bar And I can't stop No I can't stop So baby pull me closer In the back seat of your Rover That i know you cant afford Bite the tatoo on your shoulder Pull the sheets right of the corner Of the mattres that you stole From your roomate back in Boulder We ain't ever getting older We ain't ever getting older",0TtJXZWDgOlZyCi5LIsdOz,0.885,0.498,-6.063,1,0.339,0.637,95.022
  Jessica Mauboy  ,Burn (Acoustic),"Did my make up and my hair The way you like, like, you like, you like Still you seem to find somethin' 'bout me That isn't right, right, right, right  You called me sexy when we first began I'm sorry this is the way I am I'm crazy just for givin' you a chance, chance This will never happen again  Look what you did to me, cut me so very deep I need a doctor cause this is startin' to burn Try to fix it now, the bridge is to the ground This love is over so baby just let it burn baby just let it burn  When we're at the club Don't I shake it the way that turns you on (You couldn't take your eyes off of me) You know that I'm hot but you wanna make me feel Like I did somethin' wrong, wrong  You're twisted, if you think that you can control me Your actions are about to leave you sad and lonely You're crazy so let me put this to an end, end Don't ever wanna see you again  Look what you did to me, cut me so very deep I need a doctor cause this is startin' to burn Don't try to fix it now, the bridge is to the ground This love is over so baby just let it burn baby just let it burn  I'm on fire, I'm on fire, no way to cool me down Boy you're burnin' me up I'm on fire, I'm on fire, no way to cool me down Boy you're burnin' me up, ooh, ooh, ooh, ooh  Look what you did to me, cut me so very deep I need a doctor cause this is startin' to burn Don't try to fix it now, the bridge is to the ground This love is over so baby baby  Look what you did to me, cut me so very deep I need a doctor cause this is startin' to burn Don't try to fix it now, the bridge is to the ground This love is over so baby just let it burn  Oh, oh, burn, burn Oh, oh, burn, burn",3HYCNUklR8DBTu0grmvRwj,0.858,0.838,-3.139,0,0.317,0.587,129.924
  Celine Dion  ,At Seventeen,I learned the truth at seventeen That love was meant for beauty queens And high school girls with clear skinned smiles Who married young and then retired The valentines I never knew The Friday night charades of youth Were spent on one more beautiful At seventeen I learned the truth And those of us with ravaged faces Lacking in the social graces Desperately remained at home Inventing lovers on the phone Who called to say come dance with me And murmur vague obscenities It isn't all it seems at seventeen A brown eyed girl in hand me downs Whose name I never could pronounce said Pity please the ones who serve They only get what they deserve The rich relationed home town queen Marries into what she needs With a guarantee of company and haven for the elderly Remember those who win the game Lose the love they sought to gain In debentures of quality And dubious integrity Their small town eyes will gape at you in Dull surprise when payment due Exceeds accounts received at seventeen To those of us who knew the pain Of valentines that never came And those whose names were never called When choosing sides for basketball It was long ago and far away The world was younger than today And dreams were all they gave for free To ugly duckling girls like me We all play the game and when we dare To cheat ourselves at solitaire Inventing lovers on the phone Repenting other lives unknown That call and say come dance with me And murmur vague obscenities At ugly girls like me at seventeen,1h3KH1ClrhqP3kr4O1qIIN,0.745,0.487,-8.313,1,0.572,0.328,113.939
