artist,title,lyric,track_id,danceability,energy,loudness,mode,acousticness,valence,tempo
  JBJ95  ,LOVE DIVE,한순간에 나에게 밀려온 너 그 속에 잠겨버릴 것만 같아 깊은 너의 두 눈 안에 세상을 난 마치 헤엄치고 있는 듯해 나의 머릿속을 찾아와 넌 매일 밤 꿈을 꾸고 있어 나에게로 떨어지는 너란 Daylight 눈이 부신 걸 투명하게 내 맘에 비치는 You only shine 천천히 너에게 물들어 난 Let me dive in 네 기억이 손끝에 닿으면 더 선명해져 둘만이 숨 쉬는 공간에 데려가 줘 우리 둘이서 Dive in love 우리 둘이서 Dive in love 열어줘 Shining view View View Oh 너의 눈으로 Eyes all blue Blue Blue Oh 우리 둘이서 Dive in love 같이 떨어지고 싶어 그 어느 곳보다도 깊게 그댄 내 안에 들어와 파도 쳐 내가 정신 못 차리게 꽉 안아서 날 가둬줘 눈이 마주친다면 We’re on fire 그댄 늘 그랬듯 내게 밀려 들어와요 내 눈동자 안에서 헤엄쳐줘 세상을 다 가져다 줄게 We’ll gonna dive 우린 뛰어들어 못 헤어 나와도 돼 흔들리는 불빛을 바라봐 난 Feel alive 더 가까워질수록 커져만 가 Take me high 보이지 않는 이 세상 끝 멀리까지 너라는 빛으로 번져 퍼지고 있어 우리 둘이서 Dive in love 우리 둘이서 Dive in love 열어줘 Shining view View View Oh 너의 눈으로 Eyes all blue Blue Blue Oh 우리 둘이서 Dive in love 이 순간 너를 느껴 Dive in love 그리움 위로 던져 Dive in love 너랑 나랑 지금 Dive in love 너랑 나랑 지금 Dive in love 널 따라 걷다가 네가 돌아볼 때면 시간이 멈춰버린 것 같은 지금 달빛을 따라서 너에게 닿을 때면 영원히 이 밤에 머무를 것 같아 우리 둘이서 Dive in love 우리 둘이서 Dive in love 열어줘 Shining view View View Oh 너의 눈으로 Eyes all blue Blue Blue Oh 우리 둘이서 Dive in Love 이 순간 너를 느껴 Dive in love 그리움 위로 던져 Dive in love 너랑 나랑 지금 Dive in love 너랑 나랑 지금 Dive in love,7kg6cnAxAKwuDQWfuVP4tH,0.486,0.74,-3.291,1,0.0069,0.281,86.083
  디유닛  ,얼굴보고 얘기해,Tell me what happened I love you whatever put your eyes on me Girl 언제부턴지 너와 난 무미 건조해 몇분 못가는 통화 뜸한 데이트 횟수 기복이 심한 네 감정 탓일까 머리가 아파와 why why why 늘 해주던 깍지 끼고 손잡기 하기싫어 추은척 하니 내 휴대 전화기는 단순한 장식 hey 고민같은거 있으면 털어놔 맘을 열어놔 boy Get your mind right 얼굴 보고 얘기해 도대체 뭐때매 못 마땅해 이래 불만있음 얘기해 여자도 아니면서 어쩜 맨날 예민해 진심을 말해봐 baby you just look at me look at me look at me me U don't wanna talk to me talk to me talk to me me baby you just look at me look at me ah talk to me talk to me yeah 아 머리아파 너 정말 나빠 tell me right now Brrrrrrrrrrrrrrah 나 지금 진지해 아이처럼 그만 징징대 날벼락 맞은거니 Come on and Bring it back 왜 날 못 처다봐 죄졌어 음 피부트러블 생겼어 내가 못생겨서 아님 재수없어 장난치는거면 stop this ain't no fun 그때 기억나지 화창한 날씨 나 누구랑 얘기 하니 우리 커플 반지 또 두고왔지 나혼자만 쑈하는거 같아 얼굴 보고 얘기해 도대체 뭐때매 못 마땅해 이래 불만있음 얘기해 여자도 아니면서 어쩜 맨날 예민해 진심을 말해봐 baby you just look at me look at me look at me me U don't wanna talk to me talk to me talk to me me baby you just look at me look at me ah talk to me talk to me yeah 아 머리아파 너 정말 나빠 tell me right now Brrrrrrrrrrrrrrah 점 점 지쳐가 불러봐도 대답 없는너 어디서 부터 잘못된 걸까 혹 내가 못된걸까 맑고 순수했었던 그때로 돌아가고파 얼굴 보고 얘기해 도대체 뭐때매 못 마땅해 이래 불만있음 얘기해 여자도 아니면서 어쩜 맨날 예민해 진심을 말해봐 Look Look At Me Baby Just Look Look At Me Tell Me if You Hate Me Hey You Drivin’ Me Crazy Look Look At Me Baby Just Look Look At Me Tell Me if You Hate Me Hey You Drivin’ Me Crazy,7GxcSj8ryr6tF8suLcNPA2,0.707,0.942,-1.139,1,0.0804,0.767,130.024
  CLC  ,숨바꼭질,다신 너를 찾지 않아 꼭꼭 숨어라 주문을 걸어본다 마지막 같은 사랑 내 머릿속에서 모든 흔적을 지워 숨어라 꼭꼭 숨어라 널 보면 분명 난 열 받아 열 세고 돌아서면 내가 못 찾게 Hide 너와 마지막 통화 4minutes 요즘 제일 Hot issue 그래 난 꺼져줄게 잘 살아지나 어디 한번 보자고 너만 바라던 두 눈 모든 추억에 벅차 불이 꺼진 방 안에 나 혼자 남아 두 눈을 가려본다 다신 너를 찾지 않아 꼭꼭 숨어라 주문을 걸어본다 마지막 같은 사랑 내 머릿속에서 모든 흔적을 지워 숨어라 멀리 꼭꼭 숨어라 네 머리카락 보일라 Sweetie ma sweetie 빨리 꼭꼭 숨어라 Never wanna see you again Sweetie ma sweetie My love 잘됐어 괜찮아 Good bye 마지막 거짓말 다시 난 또 다시 슬프게 웃었지만 너만 말하던 입술 눈물이 내려 뚝뚝 불이 꺼진 방안에 나 혼자 남아 두 눈을 가려본다 다신 너를 찾지 않아 꼭꼭 숨어라 주문을 걸어본다 마지막 같은 사랑 내 머릿속에서 모든 흔적을 지워 숨어라 멀리 꼭꼭 숨어라 네 머리카락 보일라 Sweetie ma sweetie 빨리 꼭꼭 숨어라 Never wanna see you again Sweetie ma sweetie My love 감춰진 추억이 자꾸 생각이 나 Don't wanna be without you Don't wanna be without you 하지만 웃으며 보내줄게 멈춰버린 시간 속에 꼭꼭 숨어라 주문을 걸어본다 비치는 아이처럼 순수한 내 사랑 짧았던 행복 속에 숨어라 멀리 꼭꼭 숨어라 네 머리카락 보일라 Sweetie ma sweetie 빨리 꼭꼭 숨어라 Never wanna see you again sweetie ma sweetie My love,5oyInpwymL491qgLd5zAgf,0.674,0.836,-3.974,1,0.0136,0.672,127.944
  캔  ,비가 오면...,잠 못드는 새벽 비가 내려요 나처럼 소리쳐 울어요 하지만 그대 어디에 있을까  고개숙여 그대에게 사랑한다 고백했죠 고개들어 그대가 헤어지자 말했죠  사랑하는 그대여 떠나지 말아줘 혼자 남을 내 곁에 있어줘요 내가 미워도 오늘처럼 비가 오면 그대가 생각 나 비 맞으면서 울어요 그댈 그리며 살아요  사랑 나누었던 그때가 생각나 아름다운 그대 모습이 하지만 그대 지금 울잖아  고개숙여 그대에게 사랑한다 고백했죠 고개들어 그대가 헤어지자 말했죠  사랑하는 그대여 떠나지 말아줘 혼자 남을 내 곁에 있어줘요 내가 미워도 오늘처럼 비가 오면 그대가 생각나 비 맞으면서 울어요 그댈 그리며 살아요  사랑하는 그대여 떠나지 말아줘 혼자 남을 내 곁에 있어줘요 내가 미워도 오늘처럼 비가 오면 그대가 생각나 비 맞으면서 울어요 그댈 그리며 살아요,0mTU6WnweVFqF09LeB6Qem,0.489,0.473,-5.505,1,0.12,0.186,81.058
  SUPER JUNIOR (슈퍼주니어)  ,Twins (Knock Out),그녀를 찾지마 더이상 너에게 아무런 감정도 남아 있질 않대 이제 더는 비굴해지려고 하지마 이미 네 자존심은 바닥에 있는걸 아냐 그건 아니야 아냐 그건 아니야 그녀 하나 뿐인데 내겐 보이지 않는 내 가슴의 그림자 또 다시 날 패배자의 어둠안에 가두지 강해져야 했는데 강해져야 했는데 이건 내가 아닌걸 내 안에 나를 죽여 끝까지 싸워이겨 I wanna knock out 저 운명은 반드시 제 갈 길을 가지 knock out 피하려 해도 절대 소용 없지 knock out 받아들여 You can't do this fight because 네게선 그녀가 기대할 게 없잖아 I wanna knock out 아냐 나는 거부하겠어 그대로 knock out 타협하는 삶을 사는 것 I wanna knock out 내가 원하는 건 모두다 끝까지 싸워 난 Reason is I'm alive 어릴적부터 난 존재감이 없었지 주목을 받은적 단 한번도 없어 튀지마 하지마 그냥 중간만큼만 그저 그런 삶인 걸 정해놔 버렸어 나는 하나뿐인걸 나는 하나뿐인걸 특별해야 했는데 내겐 보이지 않는 내 가슴의 그림자 또 다시 날 패배자의 어둠 안에 가두지 I don't really understand 더 큰 상처뿐인데 내 안에 나를 죽여 끝까지 싸워이겨 I wanna kock out 주어진 삶에 승복해 어차피 knock out 이 세상에 너는 작은 점 안그래 Kock out 받아들여 You can't do this fight because 나약한 너인걸 벌써 잊어버렸나 I wanna knock out 아냐 나는 거부하겠어 운명은 knock out 개척하는 나의 전리품 I wanna knock out 분명한 것 하나 없지만 끝까지 싸워 난 Reason is I'm alive I wanna knock out You know I wanna out the light I wanna Knock out you know I wanna start a fight I wanna Knock out you know I wanna do this right 더 이상 포기는 나에게 어울리지 않는 걸 I wanna knock out 내안에 너를 죽였어 나에겐 knock out 망설일 시간조차 없는 걸 I wanna knock out 내 인생의 페이지를 원점에 Got to get you out of my life I wanna knock out 주어진 삶에 승복해 어차피 knock out 이 세상에 너는 작은 점 안그래 Kock out 받아들여 You can't do this fight because 나약한 너인걸 벌써 잊어버렸나 I wanna knock out 아냐 나는 거부하겠어 운명은 knock out 개척하는 나의 전리품 I wanna knock out 분명한 것 하나 없지만 끝까지 싸워 난 Reason is I'm alive,0C4NNrGcJJ21Kc5FwrFCY3,0.632,0.913,-1.118,1,0.0284,0.839,171.891
  티아라  ,TIAMO (Chinese Ver.),TIAMO 에에에에 에에에에에 에에에에 에에에에에 에에에에 에에에에에 에에에에 에에에에에 hao xiang ni Tiamo yan lei wang wang tian kong zhong hao duo duo xing xing hao xiang ni Tiamo zui jiao lu chu le xiao rong zhe yang de hao ri zi wo bu xi ang liu lei My love My love zhua zhu le de shou jue bu hui fang kai xiang ni bao zheng qing ting hao wu lun shi dong hai shi xi na li zhi yao he ni zai yi qi wu lun shi na li wo zhi xu yao ni yao ni Tiamo wo men liang de an hao ye xu mei ren neng xiang ni na me ai wo No way No way Tiamo wo men liang de an hao cong yi dao shi kai shi shu ni shu ni shu dao shi you shu dao bai zhi dao ai qing diao xie qing ni yong yuan liu zai wo de yan jing li ji shi feng shi na me di bing leng qing ni bie zhuang bu zh i dao geng jia yu zhong bu tong di Tiamo Tiamo wo men liang de an hao My love My love zhua zhu le de shou jue bu hui fang kai xiang ni bao zheng qing ting hao wu lun shi dong hai shi xi na li zhi yao he ni zai yi qi wu lun shi na li wo zhi xu yao ni yao ni Tiamo wo men liang de an hao ye xu mei ren neng xiang ni na me ai wo No way No way Tiamo wo men liang de an hao zhen de hen qing xing you ni zhe fen ai rang wo huan xiao mei tian you ni de hua er zhan kai chong man wo nei xin ni zhan ju wo de xin zhe yang jiu zu yi bie fang kai wo de shou wu lun shi dong hai shi xi na li zhi yao he ni zai yi qi wu lun shi na li wo zhi xu yao ni yao ni Tiamo wo men liang de an hao ye xu mei ren neng xiang ni na me ai wo No way No way Tiamo wo men liang de an hao wu lun shi dong hai shi xi na li zhi yao he ni zai yi qi wu lun shi na li wo zhi xu yao ni yao ni Tiamo wo men liang de an hao ye xu mei ren neng xiang ni na me ai wo No way No way Tiamo wo men liang de an hao,1fX2J2GQUsZngq02zcQibo,0.501,0.761,-4.489,1,0.00325,0.229,177.997
  Boogie (부기)  ,오늘 어때,How are you feeling today Hey 오늘 하루 어때 이것도 저것도 다 하고픈데 Woh Hey 오늘 하루 어때 어때 come on Ahhh Let's get the party Why 빠져버려 sugar한 girl viva 오늘밤인가 d-day 누가 데려갈라 hurry up tempo Oh 목소리도 wow 누구들과는 다른 실루엣도 wow 하나 빠지는게 없네 oh god 이 정도면 말 안 해도 뻑 가 game over Cocktail 한 잔 마셔야 될 것 같아 Im get all right hoo im get all right hoo 오늘따라 기분이 너무 좋은 거 같아 너무나 보고파 you you How are you feeling today Hey 오늘 하루 어때 이것도 저것도 다 하고픈데 woh Hey 오늘 하루 어때 어때 Come on ahh 적당한 거리 no 돌고 도는 잔머리 no 계산과 룰 따윈 따르지 않는 게 바로 내 원칙인 걸 You know im saying 난 아냐 player 의심할 건덕진 하나도 없어 ok 내가 바로 하나만 저격하는 스나이퍼 baam 덕분에 한 잔 마셔야 될 것 같아 Im Get all right hoo im get all right hoo 오늘따라 기분이 넘 좋은 것 같아 너무나 보고파 you you How are you feeling today Hey 오늘 하루 어때 이것도 저것도 다 하고픈데 Woh Hey 오늘 하루 어때 어때 come on Ahhh Im get all right Are you ready Yes Im get all right Everybody say bounce bounce bounce Im get all right Im get all right How are you feeling today Hey 오늘 하루 어때 이것도 저것도 다 하고픈데 Woh Hey 오늘 하루 어때 어때 come on Ahhh How are you feeling today Hey 오늘 하루 어때 이것도 저것도 다 하고픈데 Woh Hey 오늘 하루 어때 어때 come on Ahhh,1Vl4ftta2lGxNUUKz6g1ju,0.861,0.9,-2.756,1,0.424,0.757,113.991
  더보이즈 (THE BOYZ)  ,SUMMER TIME,Baby 계속 넌 날 안아주길 Baby wanna see 날 바라보길 우린 참 닮았네 다른 시간 속에 살았지만 다시 그대로 날 날 날 멈추고 안아줘요 No no no It's time to get it over babe 난 여기 있는데 난 여기 있는데 그저 말 없이 날 안아줘요 줘요 Summer time you make me fly oh ah 밝게 웃는데 또 Summer time you make me fly oh ah 여길 지킬게 Babe 이런 날 넌 안아줬지 우린 참 많은 날을 견뎠지 모든 게 변했네 다른 시간 속에 다시 제자리에 그대로 날 날 날 꽉 잡고 안아줘요 No no no It's time to get it over babe 난 가고 있는데 널 향하고 있는데 그저 말 없이 날 안아줘요 줘요 Summer time you make me fly oh ah 밝게 웃는데 또 Summer time you make me fly oh ah 여길 지킬게 돌아온 Summer time 난 혼자 있지만 ye 한 켠에 너와 내가 아직 남아 있기에 정신 차릴 새도 없이 나를 안아 넌 소녀 때 모습 그대로지 난 반면 때묻었지 너에게 되물었지 다시 너를 품었던 때로 돌아가면 안되냐고 Summer time you make me fly oh ah 밝게 웃는데 또 Summer time you make me fly oh ah 여길 지킬게 Summer time you make me fly oh ah 밝게 웃는데 또 Summer time you make me fly oh ah 여길 지킬게,3AepQWAn8G1LuksoQTGJez,0.625,0.873,-2.288,1,0.202,0.726,94.014
  동방신기 (TVXQ!)  ,Tri-Angle,매일 보는 사건 끊임 없이 죽음들을 만들어 내는 곳 이 땅엔 자비란 게 사라진 걸까 난 이젠 보지 않겠어 듣지 않겠어 추락하는 현실 가치로만 계산 하지마 인간의 존재는 소중하잖아 무뎌진 가슴에 피 눈물이 또 흘러 이젠 어떤 걸로 나를 자극하려 하는가 아름답게 세상을 채워 주던 존재만큼 우리 안에 미랠 향한 꿈도 죽어버렸어 모두 감당 할 수가 없는 걸 흘러 내릴 눈물까지도 없는 걸 뼛 속까지 파고 든 아픈 상실감 이제 더는 참을 수 없는데 You got the power 바로 잡을 수가 있는 힘을 넌 허비하지 말고 좀 더 인간적인 얘기들을 비춰야 돼 I don't know why hate this moment 사람들은 재미없다고 하지 않는데 Why you tell me lies 무뎌진 가슴에 피 눈물이 또 흘러 이젠 어떤 걸로 나를 자극하려 하는가 아름답게 세상을 채워 주던 존재만큼 우리 안에 미랠 향한 꿈도 죽어버렸어 사랑하는 사람들의 눈을 바라봐 그 기쁨도 보이지 않니 이 세상이 가치 있는 것들로 가득하단 걸 말해줘  난 어떡해 버린 자존심들의 Pay I've look world is turn it turn You want not listen no 난 어떡해 병이 들어 가는데 Cause my not alone 견딜 순 없어  Some day one day 니가 또 버려 버린 문제들에 곁엔 너도 남았고 나도 남았지 남의 상처들을 즐겨 보지도 마 부메랑이 된다 one flow the flow I got the flow Show Now I growling on earth 우리에게 뭘 보여주고 싶나 It's so funny I say no 이젠 우린 원하지 않는데 너는 바꿀 수가 있다고 믿는데 어둠속을 헤매는 칼 끝까지도 모두 감당할 수가 없는 걸 흘러 내릴 눈물까지도 없는 걸 뼛 속까지 파고 든 아픈 상실감 이제 더는 참을 수 없는데 무너진 가슴에 아픔들을 보여줘 내가 도와줄 수 있게 니가 길을 보여줘 아름답게 세상을 채워 주는 존재만큼 소중하게 지켜줄 수 있게 만들어야 돼,5C1Ic0oQAZlS8lglBxNKtr,0.554,0.852,-4.516,0,0.0225,0.485,90.094
  Red Velvet (레드벨벳)  ,In & Out,"늦은 밤 달디 단 A guilty bite, huh? 거부 못해 난  마치 너 같지 문득 망설이게 한 자꾸 손이 가게 가게 한 짜릿한 Sweetness 멈추지 못해  눈에 넣고 향기 맡고 혀끝 닿으면 Then I Taste It  We’re falling in & out falling in & out 날 어지럽게 해 넌 신비로워 Falling in & out falling in & out 내게서 달아나지 마  너와 있고 싶어 화나게 하고 싶어 이랬다저랬다 나도 내 맘 모르겠어 좋아하는 거야 보고 싶은 거야 내 맘속에 들어왔다 갔다 그러는 거야  늦은 밤 (초콜릿, 코코넛 글레이징) 달디 단 (아몬드, 민트 칩 아이싱) A guilty bite, huh? (뿌리고 입히고 샥) 거부 못해 난 (한 입, 바삭!)  마치 너 같지 모든 게 재미있어 신기한 것 가득가득한 새로운 세상으로 데려가  Step 1: Mix it Step 2: Bake it Step 3: Serve it Then I Taste it  We’re falling in & out falling in & out 날 어지럽게 해 넌 신비로워 Falling in & out falling in & out 내게서 달아나지 마  너와 있고 싶어 화나게 하고 싶어 이랬다저랬다 나도 내 맘 모르겠어 좋아하는 거야 보고 싶은 거야 내 맘속에 들어왔다 갔다 그러는 거야  궁금해 너에게 알고 싶은 것들로 넘쳐 (넘쳐가) 가끔은 너의 감정이 쓰고 어떤 날은 넘칠 만큼 큰데 Tell me tell me 어떻게 하면 돼?  We’re falling in & out falling in & out 날 어지럽게 해 넌 신비로워 Falling in & out falling in & out 내게서 달아나지 마  너와 있고 싶어 화나게 하고 싶어 이랬다저랬다 나도 내 맘 모르겠어 좋아하는 거야 보고 싶은 거야 내 맘속에 들어왔다 갔다 그러는 거야",2iYnEfKsAsE86Yb9mS4b3E,0.568,0.804,-2.995,0,0.211,0.612,159.68
  더 이스트라이트 (TheEastLight.)  ,Don`t Stop,나는야 간다 지금 나의 보드를 타고 뒤돌아 보지 말고 앞만 보고 달려 오늘의 힘겨운 내 지친 모습들이 내일이 오면 내가 웃을 수 있게 오 Don't stop believing 난 나의 꿈을 찾아서 Don't stop keep dreaming 내 미래를 위해 Don't stop the music 다 함께 노래 부르자 라이야이야이야이야 오 라이야이야이야이 야하 알 수 없는 내일을 난 불안해하며 가끔 나의 나태함이 나를 무너뜨릴 때 나는 거울 앞에서 나는 내게 외친다 너는 잘할 거야 할 수 있어 넌 해낼 거야 오 Don't stop believing 난 나의 꿈을 찾아서 Don't stop keep dreaming 내 미래를 위해 Don't stop the music 다 함께 노래 부르자 라이야이야이야이야 오 라이야이야이야이 야하 TheEastLight 멈추지 말고 I wanna rock rock I wanna pop & soul that funky Sun light 멈추지 말고 I wanna rock rock I wanna electric guitar 오 가라 가자 간다 함께 동빛 하늘로 저 빛이 비춰 빛나 여기 동빛의 노래 모두 여기 모여라 모두 여기 붙어라 모두 와라와라와라와와 판을 뒤집자 Oh Don't stop believing 난 나의 꿈을 찾아서 Don't stop keep dreaming 내 미래를 위해 Don't stop the music 다 함께 노래 부르자 라이야이야이야이야 오 라이야이야이야이 야하 Don't stop believing 난 나의 꿈을 찾아서 Don't stop keep dreaming 내 미래를 위해 Don't stop the music 다 함께 노래 부르자 라이야이야이야이야 오 라이야이야이야이 야하 오오오오오 I wanna rock rock I wanna pop & soul that funky 오오오오오 I wanna rock rock I wanna electric guitar,4sB8t9rz8F2fBOZCa0k2yW,0.647,0.97,-2.639,0,0.00533,0.909,119.013
  이달의 소녀 yyxy  ,love4eva (Feat. Grimes),니 향기 너무 좋은 걸 더욱 sweet 하게 가슴이 두근대 내가 왜 이럴까 oh 이제부터 나는 너 밖엔 안 보여 love4eva 내 콩팥까지 두근대 아픈 것 같애 이젠 내 마음을 숨길 수 없나 봐 oh 달콤하게 점점 중독되어 버려 love4eva 오늘도 훔쳐보기 timeline 속 너의 얘기들 넌 모를 거야 나의 짝사랑 you know 사실 난 용기 없어 고백할 자신 없어 어떡해 어쩜 지금이 더 좋아 come on come on baby tell me your story oh 비밀스런 우리 사이 come on come on baby close to me baby 날 흔드는 건 love love 또 왜 이렇게 떨려 you oh 이런 내 마음 자꾸 녹아 내려 니 향기 너무 좋은 걸 더욱 sweet 하게 가슴이 두근대 내가 왜 이럴까 oh 이제부터 나는 너 밖엔 안 보여 love4eva 내 콩팥까지 두근대 아픈 것 같애 이젠 내 마음을 숨길 수 없나 봐 oh 달콤하게 점점 중독되어 버려 love4eva 첨이야 my destiny 알잖아 이기적인 나 나 말도 안돼 이런 첫사랑 you know 친구로 생각했던 너에게 다가서는 이 순간 겁이 나는 걸 어떡해 come on come on baby tell me your story 더 깊어져 가는 우리 come on come on baby close to me baby 부드럽게 다가갈게 난 니 눈빛에 설레 you 내 팔과 내 다리 마저 녹아 내려 니 향기 너무 좋은 걸 더욱 sweet 하게 가슴이 두근대 내가 왜 이럴까 oh 이제부터 나는 너 밖엔 안 보여 love4eva 내 콩팥까지 두근대 아픈 것 같애 이젠 내 마음을 숨길 수 없나 봐 oh 달콤하게 점점 중독되어 버려 love4eva come on come on baby tell me your story 나 조금 더 꿈꿀게 come on come on baby close to me baby 난 get it get it get it get it love 또 왜 이렇게 떨려 you oh 이런 내 마음 자꾸 녹아 내려 니 향기 너무 좋은 걸 더욱 sweet 하게 oh 이제부터 나는 너 밖엔 안 보여 love4eva 내 콩팥까지 두근대 아픈 것 같애 oh 달콤하게 점점 중독되어 버려 love4eva love4eva love4eva love4eva,4rKEmhNA19JezqVsSQS4yo,0.738,0.954,-2.146,1,0.0692,0.742,102.015
  마마무 (Mamamoo)  ,기대해도 좋은 날,Woo Hoo Woo Hoo Hoo Hoo Woo Hoo Hoo Hoo 저기 너를 볼 땐 말야 함께 나눈 기억이 특별해져 너의 강한 이끌림에 빠져들어가 꿈을 꾸는 듯해 너와 내가 같이 걷는 시간 속에 둘만의 길엔 빛이 가득해 처음 느낀 감각 새로워진 색깔 앞에 네 손을 잡고 싶어 내 맘에 지금 내 맘에 처음 빠져드는 느낌 Now play with me 갖고 싶어 내 안에 더욱 선명하게 조금씩 다가와 다가와 Play with me 기대해도 좋은 날 Woo Hoo 다가와 Woo Hoo Hoo Hoo 다가와 Woo Hoo Hoo Hoo 왠지 예감이 더 좋은 날 마치 뭔가 홀린 듯이 거부할 수 없는 너만의 매력처럼 Woo Hoo Hoo Hoo Moon Star Life's good when you play more 더 멋진 곳으로 나아가지 계속 기분 좋게 하이파이브 저길 봐 G five on the play ground 왜 또 헤매니 여긴 이상한 나라가 아니야 Alice Hey Listen 벗어봐 Sun glass 너는 환한 빛이나 넘쳐흘러 에너지 터질 듯한 내 마음을 움켜쥐는 우리 둘만의 그 비밀까지 정말 특별함에 너를 기억하게 하네 눈부신 태양처럼 내 맘에 지금 내 맘에 처음 빠져드는 느낌 Now play with me 갖고 싶어 내 안에 더욱 선명하게 조금씩 다가와 다가와 Play with me 기대해도 좋은 날 Woo Hoo 다가와 Woo Hoo Hoo Hoo 다가와 Woo Hoo Hoo Hoo 왠지 예감이 더 좋은 날 니가 있는 곳에 나의 마음 속에 Baby Baby Oh Baby Baby 기대해도 좋아 왠지 예감이 좋아 Baby Baby Oh Baby Baby 내 맘에 지금 내 맘에 처음 빠져드는 느낌 Now play with me 갖고 싶어 내 안에 더욱 선명하게 조금씩 다가와 다가와 Play with me 기대해도 좋은 날 Woo Hoo 다가와 Woo Hoo Hoo Hoo 다가와 Woo Hoo Hoo Hoo 왠지 예감이 더 좋은 날,3APyUDYZaxQrv0WaDi05KM,0.689,0.88,-3.431,1,0.194,0.702,111.936
  A4  ,Chance,지금 뿐야 chance chance chance 겁내지 말고 다가가 그녀를 잡아 catch my love 솔직한 맘을 보여줘 제발 남자답게 show your heart 더 늦기전에 고백해 오직 널 사랑해 내 전불 다 바치겠어 널 위해 내 맘을 감춰가며 사랑을 바라봤지 아픔인 걸 상처인 걸 알면서도 떠날 수 없는 걸 그가 널 떠났다는 사실을 난 오늘 알게 됐어 울던 니 모습 드디어 기횔 찾게 돼 아직 왜 넌 모르니 니 곁에 내가 머문 이율 얼마나 너를 꿈꿔왔는지 부디 용서해줘 니 슬픔을 기다려온 날 이젠 내 가슴에 기대도 돼 모두 널 내게 맡겨도 돼 내 품에 와 chance chance chance 더 이상 혼자 울지마 널 놓지 않아 take your time 이별로 큰 걸 얻게 될거야 날 바라봐 eyes of fire 함께 할 세상 끝까지 항상 처음처럼 지금처럼 지켜줄게 영원히 자 지워버려 아팠던 기억따윈 없게 사랑조차 없게 깨끗이 가져가 버려 추억마저 다 내게 맡겨버려 now don't lose your chance 놓치지 않겠어 영원히 변치 않겠어 이젠 내가 너의 운명인 걸 허락해야 해 나를 다시 살게 한 건 바로 너 하나란 걸 믿어야 해 지금 뿐야 chance chance chance 겁내지 말고 다가가 그녀를 잡아 catch my love 솔직한 맘을 보여줘 제발 남자답게 show your heart 더 늦기전에 고백해 오직 널 사랑해 내 전불 다 바치겠어 널 위해 지금 뿐야 chance chance chance 겁내지 말고 다가가 그녀를 잡아 catch my love 솔직한 맘을 보여줘 제발 날 바라봐 eyes of fire 함께 할 세상 끝까지 항상 처음처럼 지금처럼 지켜줄게 영원히,26UOIKp25yXpruFi24qj9s,0.657,0.939,-3.109,1,0.135,0.824,136.034
  김형준  ,화성남자 금성여자 (Feat. 미소),hey luv is done broken heart my body is gone let me say goodbye come on  나도 몰라 네 맘  너도 몰라 네 맘 다시 한 번 말하지만 어제부터 우리 끝나버린 사이야 니가 원했던 그 대로 각자 길을 찾아 떠나가는 거야 너와 나의 bridge 멀고도 먼 우리 reach broken heart 서로 상처만 내 모르겠어 너의 real DNA 다시 말하지만 네가 먼저 내게 끝내자고 했잖아 또 듣기 싫은 얘기 다시 꺼낼 거면 이쯤에서 끝내자 아닌 걸 왜 몰라 이 바보야 내 맘을 왜 몰라 가지고 싶어 널 갖고 싶어 너의 모든 걸 다 가지고싶어 여자를 몰라 사랑할 수록 질투가나 잠시 화낸 거야  니가 나를 몰라 한참을 더 몰라 한 남자의 마음을 난 너만 사랑했고 다른 여자와는 눈도 안 마주쳤어 니 맘을 왜 몰라 이 바보야 니 맘을 왜 몰라 가지고 싶어 날 주고 싶어 나의 모든걸 니가 다 가져가 여자를 몰라 사랑할 수록 질투가나 잠시 화낸 거야 난 화나도 나보단 니 눈칠 먼저 봐 이러다 보니 내 맘 자체가 없어진 것 같아 못 봐 넌 내 맘을 못 봐 find out my self you know 넌 오직 네 생각뿐인걸 내 맘을 못 봐 네 생각뿐인걸 내 맘을 못 봐 네 생각뿐인걸 다시 말하지만 끝내자는 말은 쉽게 해서는 안돼 또 니 맘 모른다고 투정부리거나 짜증내서도 안돼 다시 말하지만 니가 먼저 내게 끝내자고 했잖아 또 듣기 싫은 얘기 다시 꺼낼 거면 이쯤에서 끝내자,1YHh3vcN4KmcjUjJNNnmRb,0.731,0.917,-6.283,0,0.195,0.89,129.992
