song_gn_dtl_gnr_basket,issue_date,album_name,album_id,artist_id_basket,song_name,song_gn_gnr_basket,artist_name_basket,id
"['GN2502', 'GN2501', 'GN0204', 'GN2506', 'GN0201']",20060602,동방의 투혼,319560,[108316],동방의 투혼 (2 Step Remix Ver.),GN0200,['동방신기 (TVXQ!)'],1653
['GN0201'],20130611,The Third Single Album,2188403,[559585],블랙팅커벨,GN0200,['쇼콜라'],1672
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20150226,WE,2305495,[100078],Alright,GN0200,['신화'],1675
"['GN0205', 'GN0201']",20170309,퍼펙트,10044205,[1625259],퍼펙트,GN0200,['이스트원'],1696
"['GN0203', 'GN0201']",19961100,The Second Coming...,5332,[101640],이럴수가,GN0200,['아이돌'],1774
"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20171204,Lip & Hip,10116876,[449401],Lip & Hip (Inst.),GN0200,['현아'],1785
"['GN2502', 'GN2501', 'GN2506', 'GN0201']",20121126,The First Collage,2168099,[510565],그대는 모르죠,GN0200,['양요섭'],1814
['GN0201'],20070913,뒷모습 후(後),358200,[58979],Bellucia,GN0200,['나윤권'],1816
"['GN0204', 'GN0201']",20060918,London Koyote,327342,[100022],사랑할수 없어,GN0200,['KYT (코요태)'],1855
"['GN0204', 'GN0201']",20040326,Koyote 6,34267,[100022],Moon Night,GN0200,['KYT (코요태)'],1882
"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20101230,The 1st Asia Tour Concert `Into The New World`,1123351,[228069],Touch The Sky,GN0200,['소녀시대 (GIRLS` GENERATION)'],1913
"['GN0205', 'GN0201']",20120810,SM BEST ALBUM 3,2139909,[228069],The Boys,GN0200,['소녀시대 (GIRLS` GENERATION)'],1927
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20180628,SUMMER DREAM,10180157,[1704756],찰랑찰랑 (Will be mine),GN0200,['엘리스 (ELRIS)'],1942
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20180605,To. Day,10173752,[2019210],FIRST LOVE,GN0200,['프로미스나인'],1988
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20150707,Girl`s Day Love Second Album,2327866,[482762],휘파람,GN0200,['걸스데이'],2031
"['GN0203', 'GN0201']",19901201,삐에로는 우릴 보고 웃지,1277851,[5185],잃어버린 도시,GN0200,['김완선'],2040
['GN0201'],20130826,최신 댄스 가요 베스트,2198497,[2727],붉은 노을,GN0200,['Various Artists'],2166
"['GN0205', 'GN0201']",20150916,MAGIC - SUPER JUNIOR SPECIAL ALBUM PART.2,2640433,[175404],Devil,GN0200,['SUPER JUNIOR (슈퍼주니어)'],2191
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20121015,Independent Women pt.Ⅲ,2153096,[481481],남자 없이 잘 살아,GN0200,['미쓰에이'],2224
"['GN0204', 'GN0201']",20020810,바람의 아들,16558,[4263],자존심,GN0200,['박명수'],2255
['GN0201'],20130901,"열정 (Passion) 3, 4",2315209,[974],짝사랑,GN0200,['임성은'],2301
"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20100322,`Run Devil Run` The 2nd Album (Repackage),830051,[228069],무조건 해피엔딩 (Stick Wit U),GN0200,['소녀시대 (GIRLS` GENERATION)'],2306
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20190723,밤의 공원(THE PARK IN THE NIGHT) part three,10310108,[2295762],밤의 비행 (The Interpretation of Dreams),GN0200,['공원소녀 (Girls in the Park)'],2322
"['GN0204', 'GN0201']",20090818,Attitude,632951,[426860],"Invisible (인비져블) (Feat. 손담비, 별들의전쟁)",GN0200,['용감한 형제'],2487
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20121113,있기 없기,2166681,[514619],유리인형 (DON`T TOUCH),GN0200,['달샤벳'],2499
['GN0201'],20061017,Fantastic Girl,328358,[3895],니 남자를 줘,GN0200,['이정현'],2507
"['GN0204', 'GN0201']",20010704,Cool 6ix,2651,[100004],친구가 된다는 건,GN0200,['쿨 (COOL)'],2516
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20160425,A New Trilogy,2681331,[789331],마음 (*취급주의),GN0200,['러블리즈'],2548
['GN0201'],20051118,DJ처리와 함께 아자아자 진품명작 4,310712,[2727],뭐야 뭐야 (DJ처리 Remix Ver.),GN0200,['Various Artists'],2620
"['GN0205', 'GN0201']",20141006,Hero (히어로),2284602,[786590],Hero,GN0200,['Heroes'],2656
['GN0201'],20161121,귓방망이2,10016794,[764996],귓방망이2 (Inst.),GN0200,['Badkiz'],2704
"['GN2503', 'GN2501', 'GN0204', 'GN2506', 'GN0201']",20050315,4집 Super Star,300770,[101487],Passion,GN0200,['쥬얼리'],2726
"['GN0205', 'GN2501', 'GN2506', 'GN0201']",20171121,KARD 2nd Mini Album `YOU & ME`,10113160,[1271812],Trust Me (J.seph&Jiwoo Ver.),GN0200,['카드 (KARD)'],2737
"['GN2502', 'GN2501', 'GN2506', 'GN0201']",20180417,EAU DE VIXX,10159010,[672560],My Valentine,GN0200,['VIXX (빅스)'],2766
['GN0201'],20180819,M,10195242,[160394],원숭이,GN0200,['JAM2Y (잼투와이)'],2884
['GN0201'],20150209,요즘 너 때문에 난,2303108,[773603],요즘 너 때문에 난 (Inst.),GN0200,['베리굿 (Berry Good)'],2923
"['GN0204', 'GN0201']",20041127,Rainbow 7집,43648,[100022],Rush,GN0200,['KYT (코요태)'],2929
['GN0201'],20190125,Driving Music,10245357,[2060763],City Mood,GN0200,['ABYSS'],2937
"['GN0204', 'GN0201']",20090730,1004 (너는 내운명 2),619565,[108581],1004 (너는 내운명 2) (Feat. 낯선),GN0200,['엠투엠 (M To M)'],2973
"['GN2502', 'GN0205', 'GN2501', 'GN2504', 'GN0301']",20161004,THE CLAN pt.2 `GUILTY`,10002902,[791216],하얀소녀,GN0200,['몬스타엑스'],2975
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20150330,The 2nd Album `EXODUS`,2311397,[724619],HURT,GN0200,['EXO'],3012
['GN0201'],20100726,2010 Summer Concert,976575,[478042],여름안에서 (Feat. 레이디오울),GN0200,['올빼미'],3026
"['GN0205', 'GN0201']",20190312,Dream:us,10260237,[2241200],취미는 너,GN0200,['드림노트 (DreamNote)'],3193
"['GN0204', 'GN0201']",20020612,Summer Vacation In Smtown.Com,16485,[100078],Hero,GN0200,['신화'],3220
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20130603,The 1st Album XOXO (KISS＆HUG),2187253,[724619],狼與美女 (Wolf),GN0200,['EXO'],3224
"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20140630,Make Up,2263484,[473980],척했어 (Inst.),GN0200,['효민'],3257
['GN0201'],20121016,문을 여시오,2152273,[699226],신난다 신나,GN0200,['원더보이즈'],3261
"['GN0203', 'GN0201']",19961028,The Spy,7654,[101742],The Spy,GN0200,['루팡'],3340
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20200217,BLOOM*IZ,10389281,[2398653],DREAMLIKE,GN0200,['IZ*ONE (아이즈원)'],3355
['GN0201'],20120522,BLOOM,2124707,[482640],꺼져 줄게 잘 살아 (Feat. 용준형) (English Ver.),GN0200,['지나'],3401
['GN0201'],20090512,최신가요 음악여행,567652,[2727],토요일밤에,GN0200,['Various Artists'],3436
"['GN0205', 'GN0201']",20100514,이 여름,893855,[468041],이 여름,GN0200,['백송현'],3484
"['GN2503', 'GN2501', 'GN0204', 'GN2506', 'GN0201']",20090828,For Muzik,644652,[417985],Hot Issue (신사동호랭이 Remix),GN0200,['4minute'],3502
['GN0201'],19961101,Love Songs,6594,[1747],아가씨,GN0200,['이민규'],3511
"['GN0205', 'GN0201']",20140829,The 7th Album `MAMACITA`,2278771,[175404],Too Many Beautiful Girls,GN0200,['SUPER JUNIOR (슈퍼주니어)'],3522
"['GN0205', 'GN0201']",20190617,아름다워,10296899,[669992],아름다워,GN0200,['김보형'],3666
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20100804,She`s Back,989161,[476181],She`s Back,GN0200,['인피니트'],3724
"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20121212,오늘 뭐해?,2169935,[668491],Romantic Love,GN0200,['헬로비너스'],3727
"['GN0205', 'GN0201']",20180614,GET UP,10175414,[762295],GET UP (겟업),GN0200,['디스코맨 손헌수'],3782
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20171016,MOVE - The 2nd Album,10102640,[629371],Crazy 4 U,GN0200,['태민 (TAEMIN)'],3858
"['GN0203', 'GN0201']",20001212,Season‘s Greeting,927,[100005],두근거리는 상상,GN0200,['DJ DOC'],3920
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20190710,City Lights - The 1st Mini Album,10305581,[672859],Psycho (Bonus Track),GN0200,['백현 (BAEKHYUN)'],3934
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20170206,SF9 First Mini Album `Burning Sensation`,10036162,[1183574],Jungle Game,GN0200,['SF9'],4000
['GN0201'],20031209,2003 Winter Vacation In SMTown.com,33334,[1583],Winter Story,GN0200,['문희준'],4093
"['GN0204', 'GN0201']",20020900,Special Remix Album!,15863,[100063],주홍글씨,GN0200,['스페이스 에이'],4213
"['GN0204', 'GN0201']",20070705,Travel,353313,[186309],칼날,GN0200,['타이푼'],4217
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20150409,One Great Step Returns Live,2313220,[476181],추격자 (OGS Returns Live Ver.),GN0200,['인피니트'],4242
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20140818,카라 (Kara) 6th Mini Album `Day&Night`,2275068,[222128],멜랑꼴리 (24/7),GN0200,['카라'],4252
"['GN0205', 'GN0201']",20130227,Balance,2176566,[1166],사랑은 이제 그만 (2013 Ver.),GN0200,['민해경'],4274
"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20181016,에이프릴(APRIL) 6th Mini Album `the Ruby`,10212725,[882818],예쁜 게 죄 (Inst.),GN0200,['에이프릴 (APRIL)'],4327
"['GN0204', 'GN0201']",20031002,The Day,32462,[4708],그리 잘나지도 않은 너,GN0200,['서후'],4348
['GN0201'],20140703,꽃이 폈어요,2264300,[760801],꽃이 폈어요 (Feat. 배치기),GN0200,['WINGS'],4491
['GN0201'],20070523,JAM Group Sound,352066,[225786],지금 이대로,GN0200,['잼'],4494
"['GN0205', 'GN0201']",20150206,나는 가수다 시즌3 2회 `내 마음을 움직인 90년대 명곡`,2303676,[3897],넌 그렇게 살지마,GN0200,['소찬휘'],4602
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20171107,Full Moon,10109244,[630454],Too Good To Me,GN0200,['EXID'],4640
"['GN0204', 'GN0201']",20070522,여름안에서 (REMIX),352006,[36087],Sweet July,GN0200,['서연'],4682
['GN0201'],20100917,Oj,1026558,[5599],가슴이 뛰잖아,GN0200,['오종혁'],4734
"['GN0204', 'GN0201']",20001111,Summit Revival,2186440,[1008],찾길바래 (I Will Be Back),GN0200,['유승준'],4745
"['GN0204', 'GN0201']",20071011,Koyote Dance Best And 9.5,359413,[100022],일년반,GN0200,['KYT (코요태)'],4807
"['GN0205', 'GN0201']",20190712,LONELY,10306057,[2084895],Wonderland,GN0200,['조승희'],4826
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20141124,Pink LUV,2291986,[534360],Wanna Be,GN0200,['Apink (에이핑크)'],4828
"['GN0203', 'GN2503', 'GN2501', 'GN2506', 'GN0201']",19980000,Baby Vox Ⅱ,5231,[100032],패자부활전,GN0200,['베이비 복스'],4860
"['GN0204', 'GN0201']",20030322,On The Road-New & Best,30428,[100177],Summer Time,GN0200,['포지션'],4891
"['GN0203', 'GN0201']",19930400,신승훈 3집,4157,[25],로미오 & 줄리엣,GN0200,['신승훈'],4897
['GN0201'],20140613,Friday Night,2260553,[432760],Friday Night (Radio Edit),GN0200,['터보트로닉 (Turbotronic)'],4910
"['GN0204', 'GN0201']",20000126,터보(Turbo) 5집 `Email My Heart`,348466,[100059],D.D.R,GN0200,['터보'],4936
['GN0201'],20121101,클럽 DJ Dance Mix 80-90 댄스스타일,2195829,[517881],담다디,GN0200,['Forever 프로젝트'],4987
"['GN0205', 'GN0201']",20171026,GATE1 : Paperwhite,10105972,[1957150],Chemical,GN0200,['지구 (GeeGu)'],4990
"['GN0205', 'GN0201']",20130126,`위대한 탄생 3` TOP 16 생방송 경연,2173624,[714349],I Want You Back,GN0200,['이형은'],5008
"['GN0401', 'GN0204']",20081015,Rainism,398518,[17671],Rainism (Remix) (Clean Ver.),GN0200,['비'],5059
"['GN2502', 'GN2506', 'GN2501', 'GN0203', 'GN0201']",19970514,학원별곡,5368,[100052],학원별곡 (學園別曲),GN0200,['젝스키스'],5130
"['GN2502', 'GN2501', 'GN2506', 'GN0201']",20120430,`Welcome to the BLOCK` Repackage,2119229,[532201],싱크로율 100% (Inst.),GN0200,['블락비 (Block B)'],5137
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20180403,THE BOYZ MINI ALBUM [THE START],10154357,[1816126],Just U,GN0200,['더보이즈 (THE BOYZ)'],5144
"['GN0205', 'GN0201']",20180530,DPOP STUDIO PROJECT Vol.3,10170841,[2111611],아틀란티스 소녀,GN0200,['디팝프렌즈 (DPOP Friends)'],5196
"['GN2502', 'GN2506', 'GN2501', 'GN0203', 'GN0201']",19990900,I yah!,5277,[100008],"투지 (鬪志, Git It Up!)",GN0200,['H.O.T.'],5197
['GN0201'],20020401,15 To 30,16405,[102370],아쉬움으로,GN0200,['신비 (Shinvi)'],5213
"['GN1501', 'GN0201', 'GN1504']",20170609,맨투맨 OST Part.8,10069681,[778974],You (Feat. Far East Movement X 베이빌론 (Babylon)),GN0200,['Czaer (시저)'],5240
"['GN0203', 'GN0201']",19950000,The Blue,3384,[180144],X-클럽,GN0200,['더 블루'],5254
"['GN0204', 'GN0201']",20030401,002 J2,30890,[1679],고백(Go Back),GN0200,['이재진'],5261
['GN0201'],20180223,Notorious - SM STATION,10142073,"[108965, 685900]",Notorious (Feat. Sophiya),GN0200,"['TraxX (트랙스)', 'LIP2SHOT']",5312
['GN0201'],20090318,F4 스페셜 에디션,521451,[11723],비워내기 (Feat. 김조한),GN0200,['김준'],5442
"['GN0205', 'GN0201']",20100310,Seiren The First Single Album,821751,[433940],가지마,GN0200,['세이렌'],5495
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20140521,Season 2,2256759,[476181],숨 좀 쉬자,GN0200,['인피니트'],5508
"['GN0203', 'GN0201']",19991000,Let`s Go To My Star,4556,[3895],충격,GN0200,['이정현'],5556
"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20181010,From.9,10210361,[2019210],물들어,GN0200,['프로미스나인'],5591
"['GN0203', 'GN0201']",19960801,터보(Turbo) 2집 `New Sensation`,348449,[100059],노스트라다무스 (사랑의 예언),GN0200,['터보'],5643
['GN0201'],00000000,Game Generation,311307,[2727],세상엔 없는 사랑,GN0200,['Various Artists'],5673
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20181205,I`M YOURS,10229277,[783462],불을 켜 (Turn It On),GN0200,['라붐 (LABOUM)'],5852
"['GN1501', 'GN0201', 'GN1504']",20130522,일말의 순정 OST,2186021,[925983],Feeling Love,GN0200,['선엘'],6059
"['GN0203', 'GN0201']",19991004,The S#arp+2,5355,[100127],EXIT (비상구),GN0200,['샵'],6062
"['GN0205', 'GN0201']",20150730,엘.오.뷔.이 (LOVE),2332150,[756216],엘오뷔이 (With 수현 Of ClubSoul),GN0200,['리온 (Re:ON)'],6069
"['GN1501', 'GN0201', 'GN1504']",20091117,아이리스 OST,718893,[198094],할렐루야,GN0200,['BIGBANG'],6136
['GN0201'],20170624,싱포유 OST,10074039,"[830460, 673733]",Shiny Single,GN0200,"['금조 (나인뮤지스)', '혜미 (나인뮤지스)']",6149
"['GN0205', 'GN0201']",20100204,10집 Special Edition,791657,[891],"진이 (Feat. 유미, 하주연 Of 쥬얼리)",GN0200,['홍경민'],6150
"['GN0203', 'GN0201']",20000524,From Dawning To Now,5464,[100045],재회,GN0200,['영턱스클럽'],6155
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20130620,Be Ambitious,2189698,[514619],Let It Go,GN0200,['달샤벳'],6205
"['GN0203', 'GN0201']",19990100,Dream,5207,[100028],Crazy For You,GN0200,['디바'],6219
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20101221,Bad Temper,1111453,[428821],Bad Temper,GN0200,['가인'],6274
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20160229,REFRESH,2669773,[839579],예뻐지게,GN0200,['CLC'],6337
"['GN2502', 'GN2501', 'GN2506', 'GN0201']",20150727,Ordinary,2330181,[436981],가져가,GN0200,['비스트'],6377
"['GN2503', 'GN0204', 'GN2501', 'GN2506', 'GN0201']",20091009,TTL Listen 2,687651,"[412000, 229544]",TTL Listen 2,GN0200,"['티아라', '초신성']",6394
"['GN0401', 'GN0204']",20051116,SINCE 2005 Remake Album,310560,[176293],아름다운 날들,GN0200,['더 빨강'],6404
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20190304,I Wanna Be - The 1st Album Repackage,10256412,[614026],I Wanna Be (Feat. 소연 of (여자)아이들),GN0200,['키 (KEY)'],6409
"['GN0205', 'GN0201']",20170604,일급비밀 2ND MINI ALBUM `WAKE UP`,10068386,[1285435],YESMAN,GN0200,['일급비밀 (TST)'],6442
['GN0201'],20110927,自敍傳 (자서전) & Best,2015586,[889],자서전,GN0200,['김건모'],6448
"['GN0204', 'GN0201']",20090528,잘 될꺼야 (스페셜 앨범),574260,[889],핑계 (Electro House Club Re-Mix Edition),GN0200,['김건모'],6467
"['GN2502', 'GN2501', 'GN2506', 'GN0201']",20090730,The 3rd Asia Tour Concert `Mirotic` Live Album,620352,[108316],Ride Into The Earth,GN0200,['동방신기 (TVXQ!)'],6483
"['GN2502', 'GN2506', 'GN2501', 'GN0203', 'GN0201']",19971101,Welcome To The Sechskies Land,5371,[100052],Party Time,GN0200,['젝스키스'],6545
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20110407,So 녀,1238353,[440320],A,GN0200,['레인보우'],6603
['GN0201'],20190521,Pink noise,10287505,[2296258],Pink noise,GN0200,['DRINC'],6632
"['GN0205', 'GN0201']",20111122,Miss_Terious,2037991,[275266],너 따위가 뭐라고 (Feat. 정슬기),GN0200,['미스에스'],6645
['GN0201'],20170929,DRIVE ELECTRO,10100056,[959785],THE RISER (MID NIGHT MIX),GN0200,['COLOR LOUNGE'],6683
"['GN0204', 'GN0201']",20060209,Dark Angel,313836,[1713],Straight Up,GN0200,['이효리'],6710
"['GN0203', 'GN0201']",19970928,임성은 1집,4713,[974],구미호,GN0200,['임성은'],6749
['GN0201'],20120428,보이스 코리아 Part 4,2119406,[661812],리듬 속의 그 춤을,GN0200,['벤티'],6769
"['GN0205', 'GN0201']",20120516,We Became Gang,2123439,[672106],오늘밤,GN0200,['갱키즈'],6807
['GN0201'],20181011,RUN IT,10210404,[945254],RUN IT,GN0200,['Marc Polo'],6810
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20160818,LOTTO - The 3rd Album Repackage,2704940,[724619],White Noise (Chinese Ver.),GN0200,['EXO'],6863
"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20170913,여자친구 The 5th Mini Album Repackage `RAINBOW`,10096067,[828478],여름비 (SUMMER RAIN) (Inst.),GN0200,['여자친구 (GFRIEND)'],6908
"['GN1501', 'GN0201', 'GN1504']",20090803,SS Life OST,622655,[57303],3 Step,GN0200,['은선'],6929
"['GN0205', 'GN0201']",20100316,잘못했어,828461,[253866],그녀에게 (Feat. 찬성 Of 2PM),GN0200,['2AM'],6955
['GN0201'],19990201,떠나가지 마세요,354443,[100042],나의 슬픈 사랑이야기,GN0200,['언타이틀'],7027
"['GN0203', 'GN0201']",19950629,Human,4524,[26],악녀 탄생,GN0200,['이승환'],7058
"['GN0205', 'GN0201']",20110620,Hands Up,1312258,[259822],Hot,GN0200,['2PM'],7138
"['GN0203', 'GN0201']",19940924,The Secret of Color,4530,[1010],착각,GN0200,['이승철'],7146
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20171012,선물,10101535,[890286],굿밤 (Good Night),GN0200,['DIA (다이아)'],7203
['GN0201'],19981112,The S#arp,5356,[100127],#,GN0200,['샵'],7213
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20100617,Awake,926754,[459644],비틀비틀,GN0200,['DGNA (대국남아)'],7222
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20170102,AOA 1st Album ANGEL`S KNOCK,10027430,[686920],불면증 (Can`t Sleep),GN0200,['AOA'],7314
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20190724,다 빛이나,10310439,[750053],다 빛이나 (Gleam),GN0200,['마마무 (Mamamoo)'],7322
['GN0201'],20161226,Attention,10025906,[743114],Attention (English Ver.),GN0200,['에스나 (eSNa)'],7357
"['GN1501', 'GN2602', 'GN0201', 'GN1504']",20180921,아는 와이프 OST,10206713,[1183574],Love Me Again,GN0200,['SF9'],7541
