artist,title,lyric,track_id,danceability,energy,loudness,mode,acousticness,valence,tempo
  Dan & Shay  ,Speechless,You say you'll be down in 5 The smell of your perfume is floating down the stairs You're fixing up your hair like you do I know that I'll be a mess The second that I see you You won't be surprised It happens every time It's nothing new It's always on a night like tonight I think that you can read my mind Cause when you look at me with those eyes I'm speechless Staring at you standing there in that dress What it's doing to me ain't a secret Cause watching you is all that I can do And I'm speechless You already know that you're my weakness After all this time I'm just as nervous Every time you walk into the room I'm speechless It started when you said hello Just did something to me And I've been in a daze Ever since the day that we meet You take the breath out of my lungs I can't even fight it And all of the words out of my mouth without even trying And I'm speechless Staring at you standing there in that dress What it's doing to me ain't a secret Cause watching you is all that I can do And I'm speechless You already know that you're my weakness After all this time I'm just as nervous Every time you walk into the room I'm speechless It's always on a night like tonight I think that you can read my mind Cause when you look at me with those eyes I'm speechless standing there in that dress What it's doing to me ain't a secret Cause watching you is all that I can do And I'm speechless You already know that you're my weakness After all this time I'm just as nervous Every time you walk into the room I'm speechless Oh you know it baby,3GJ4hzg4lrGwU51Y3VARbF,0.616,0.438,-5.968,1,0.356,0.386,135.929
  여행스케치  ,"바다를 닮은 그대 (`98) With 서영은, 곽윤찬 Jazz Quartet",이제 난 돌아가고 싶어 그대 곁으로 오랜시간 다른 사람들로 그대의 빈자리 채우려 애썼지만 이제야 난 알게 된거야 또 바보처럼 눈물에 씻긴 맑은 눈으로만 그대 소중함을 볼 수 있단걸 내가 떠나던 날 그대 마음은 이미 멍이 들었겠지만 애써 웃음지며 나의 행복을 빌어준 그대 모습이 눈에 선해 저 푸른 바다가 그대라면 난 햇살 아래 그을린 하얀 모래였음을 메마른 내 가슴 오직 그대만이 잔잔한 파도의 노래로 적셔줄 수 있음을 알기에 그댈 아프게 했던 만큼 난 이젠 사랑할꺼야  하얀 내 뺨위에 그대 살며시 다가와 입맞춤 할 때마다 어느새 내 모습 푸른 바다로 물들죠 어린 시절에 내꿈처럼 저 푸른 바다가 그대라면 난 햇살아래 그을린 하얀 모래였음을 메마른 내 가슴 오직 그대만이 잔잔한 파도의 노래로 적셔줄 수 있음을 알기에 그댈 아프게 했던 만큼 난 이젠 사랑할꺼야  바다를 닮은 그댈,6ZdrYUqtM4FL8FwCKYDT2T,0.639,0.673,-9.229,1,0.394,0.618,133.953
  Carrie Underwood  ,End Up With You,"I don't really care 'bout making any plans Leave it up in the air, give it up to chance Seein' where it goes, seein' where it lands I just wanna go as fast as we can  [Chorus] And we could end up broke down on some back road Lovin' in the back seat to the radio Wouldn't be the worst scenario 'Cause all I wanna do is end up with you Get home and we're locked out Middle of the backyard laying down Last thing that I'd worry 'bout 'Cause all I wanna do is end up with you Yeah, all I wanna do is end up with you  [Verse 2] To the end of the world if you wanted to Yeah, 'cause you could light up the dark side of the moon Don't leave it up to me, I'll leave it up to you 'Cause I just want one thing when the night is through, yeah  [Chorus] We could end up broke down on some back road Lovin' in the back seat to the radio Wouldn't be the worst scenario 'Cause all I wanna do is end up with you Get home and we're locked out Middle of the backyard laying down Last thing that I'd worry 'bout 'Cause all I wanna do is end up with you Yeah, all I wanna do is end up with you All I wanna do is end up with you All I wanna do is end up with you  [Bridge] We could end up broke down on some back road Lovin' in the back seat to the radio Wouldn't be the worst scenario 'Cause all I wanna do is end up with you Get home and we're locked out Middle of the backyard laying down Last thing that I'd worry 'bout 'Cause all I wanna do is end up with you All I wanna do is end up with you All I wanna do is end up with you All I wanna do is end up with you  [Outro] End up with you, end up with you End up with you, end up with you All I wanna do is end up with you End up with you, end up with you End up with you, end up with you All I wanna do is end up with you End up with you, end up with you End up with you, end up with you All I wanna do is end up with you End up with you, end up with you End up with you, end up with you All I wanna do is end up with you, you, you, you",5XIrB4tNKqmGxtVbYpTllz,0.567,0.562,-4.226,0,0.00488,0.522,92.808
  Fink  ,Looking Too Closely,"This is a song about somebody else So don’t worry yourself, worry yourself Devil’s right there right there in the details And you don’t wanna hurt yourself, hurt yourself Looking too closely Looking too closely No no no no!  Put your arms around somebody else Don’t punish yourself, punish yourself Truth is like blood underneath your fingernails And you don’t wanna hurt yourself, hurt yourself Looking too closely Looking too closely No no no no! No no no no!  You don’t wanna hurt yourself, hurt yourself You don’t wanna hurt yourself, hurt yourself No no no no! No no no no!  I could be wrong ’bout anybody else So don’t kid yourself, kid yourself It’s you right there, right there in the mirror And you don’t wanna hurt yourself, hurt yourself Looking too closely, uuuh Looking too closely, uuuh  Yeaaah No no no no! Looking too closely You don’t wanna hurt yourself You don’t wanna hurt yourself, hurt yourself Looking too closely!",7bhI6rnvaVw8qgZPn32qE0,0.477,0.519,-12.461,1,0.328,0.102,175.094
  Nick Drake  ,Northern Sky,"I never felt magic crazy as this I never saw moons knew the meaning of the sea I never held emotion in the palm of my hand Or felt sweet breezes in the top of a tree But now you're here Brighten my northern sky.  I've been a long time that I'm waiting Been a long that I'm blown I've been a long time that I've wandered Through the people I have known Oh, if you would and you could Straighten my new mind's eye.  Would you love me for my money Would you love me for my head Would you love me through the winter Would you love me 'til I'm dead Oh, if you would and you could Come blow your horn on high.  I never felt magic crazy as this I never saw moons knew the meaning of the sea I never held emotion in the palm of my hand Or felt sweet breezes in the top of a tree But now you're here Brighten my northern sky.",3EtIraJEHVSbBvLw5msioH,0.53,0.264,-18.16,0,0.552,0.489,90.048
  따로 또 같이  ,조용히 들어요,조용히 들어요 자그만 이노랠 별들도 숨죽여 이노래를 들어요 그대에 말대로 자그만 이노랠 그대를 위하여 이노래를 드려요 오세요 내곁에 산에는 꽃들이 오세요 내곁에 나무엔 새들이 가만히 들어요 외로운 내노랠 별들도 숨죽여 이노래를 들어요  오세요 내곁에 산에는 꽃들이 오세요 내곁에 나무엔 새들이 조용히 들어요 자그만 이노랠 별들도 숨죽여 이노래를 들어요 그대에 말대로 자그만 이노랠 그대를 위하여 이노래를 드려요,6IFBRFkcx0YDhlty2KDStc,0.262,0.0972,-19.676,1,0.87,0.39,175.492
  Buddy Guy  ,I Need You Tonight,"It's three o'clock in the morning And the rain began to fall I know what I need 'Cause I don't have it all  I'm needing someone like you That I can do love to Baby, baby I need you tonight  Outside my window It's lonely and cold Inside my heart there's a fire Burning out of control  Burning for someone like you I just wanna do love to Baby, baby I need you tonight  Your love is coming to me Like a wolf howlin' at the moon But that just won't do me 'Cause I can't get you soon  I'm callin' for someone like you That I can do love to Baby, baby I need you tonight I need you tonight  Callin', callin', callin', callin' Honey, I need you tonight",3zMdVdZtvJ5wN3onnAecsq,0.759,0.501,-7.648,1,0.454,0.369,81.345
  Tracy Lawrence  ,Sticks And Stones,"You can take the house and everything in it Keep the diamond ring cause thats how I meant it Sticks and stones are all they ever were to me This material life with all it's value Don't mean a thing to me without you The love that we once had is all I need So take everything we have if it makes you happy But darlin let me say before I leave These sticks and stones ain't all that makes a home They don't have arms to hold you when love goes wrong Now you say, we are through These sticks and stones may break me But the words you said just tore my heart in two Remember when we didn't have a dime between us You took my hand and said we don't needmuch Just as long as we're together we would be fine Now we've acquired all I thought would please you I gave everything you know that I could And still you're telling me you're not satisfied So take everything we have if it makes you happy But darlin let me say before I leave These sticks and stones ain't all that makes a home They don't have arms to hold you when love goes wrong Now you say, we are through These sticks and stones may break me But the words you said just tore my heart in two These sticks and stones may break me But the words you said just tore my heart in two",1l6aokk2Hw72z0mFPKgPmm,0.599,0.699,-7.279,1,0.424,0.517,125.555
  솔튼페이퍼  ,You Make Me,지친 하루 끝에 네가 서 있어 baby 마치 하룰 위로하듯 웃음 짓는 너 어둑했던 마음을 거칠어진 생각을 어루만지네 상처 많은 우리가 다친 가슴에 서로를 안을 때 You make me smile You make me shine 웃는 방법을 알려준 거야 Believe in me Believe in you 이 길 끝까지 함께해 어느 즈음엔 슬픔이라는 비가 내려도 I’ll be with you 서툰 말이 많아서 다툴 때도 많았어 울기도 하고 너무 다른 두 사람 우리란 말이 익숙해질 때쯤 You make me smile You make me shine 부족한 내가 너로 꽃피워 Believe in me Believe in you 항상 네 곁을 지킬게 어느 즈음엔 슬픔이라는 비가 내려도 I’ll be with you Say want to love me for all eternity I don’t want anything but only you baby Please Say want to love me In for all eternity babe 약속처럼 운명처럼 여기 이곳에 놓여진 우리 기억해줘 잊지 말아줘 항상 너와 난 하난 걸 이젠 다시 홀로 우는 밤 없게 할 테니,0zeIVrcvTfrgbNCpx65o6n,0.287,0.435,-6.714,1,0.618,0.236,80.132
  Willie Nelson  ,Rudolph The Red-Nosed Reindeer,"""You know Dasher and Dancer And Prancer and Vixen, Comet and Cupid And Donner and Blitzen. But do you recall The most famous reindeer of all  Rudolph the red-nosed reindeer Had a very shiny nose And if you ever saw it You would even say it glows  All of the other reindeer Used to laugh and call him names They never let poor Rudolph Join in any reindeer games  Then one foggy Christmas Eve Santa came to say Rudolph with your nose so bright Won't you guide my sleigh tonight  Then all the reindeer loved him As they shouted out with glee """"Rudolph the red-nosed reindeer You'll go down in history  Rudolph the red-nosed reindeer Had a very shiny nose And if you ever saw it You would even say it glows All of the other reindeer Used to laugh and call him names They never let poor Rudolph Join in any reindeer games  Then one foggy Christmas Eve Santa came to say Rudolph with your nose so bright Won't you guide my sleigh tonight Then all the reindeer loved him As they shouted out with glee Rudolph the red-nosed reindeer You'll go down in hi-sto-ry  """,3GedYsq15ihZtl9muh5b5A,0.829,0.218,-16.5,1,0.879,0.562,137.608
  Gary Clark Jr.  ,Cold Blooded (Live),"Ooh, she wants me But she won't give it away So she taunts me I'm too cool to break  Cause I gave her my heart and soul She wants more She tells me that she loves me And I can't lie, I want her, but I will shoot her down  I'm cold blooded Got to keep moving Moving on It's gone too far Woah, girl, for way, way too long  I gave you my heart and soul What more could you want I know that you love me You know that I want you, but I will shoot you down  Hey, is that you outside my home Girl you done got me terrified Why don't you leave me alone Your craziness is verified It's kinda scary Please, please Please, please just leave me alone  I done gave it all What more, what more could you want I know that you love me I don't want to, but I got to shoot you down  Cold blooded I'm tired I'm tired",6KXMwEIPhLcoWCrpfQuIVp,0.569,0.48,-9.075,0,0.00346,0.518,91.831
  김광석  ,외사랑,내 사랑 외로운 사랑 이루어질 수 없는 사랑인가요 사랑의 노래를 불러보고 싶지만 마음 하나로는 안 되나 봐요 공장의 하얀 불빛은 오늘도 그렇게 쓸쓸했지요 밤하늘에는 작은 별 하나가 내 마음같이 울고 있네요 눈물 고인 내 눈 속에 별 하나가 깜빡이네요 눈을 감으면 흘러내릴까 봐 눈 못 감는 내 사랑 눈물 고인 내 눈 속에 별 하나가 깜빡이네요 눈을 감으면 흘러내릴까 봐 눈 못 감는 서글픈 사랑 이룰 수 없는 내 사랑,2mbqA02Ef3jTt2qcagaZt8,0.418,0.102,-14.651,1,0.776,0.145,129.632
  Sophie Hunger  ,Shape,"They said: “Lady or gentleman Youʼre either or Itʼs morning, itʼs evening Itʼs once or itʼs more” Whatʼs that name? Eh, whatʼs that name? Whatʼs my name again? When I held up the roof the floor would cave in Shadow boxing, monologue and we talk and we talk and we talk Shadow boxing, monologue and we walk and we walk and we walk Scribbling and coughing a line in the winds So busy with oiling your sandcastleʼs hinges Whatʼs that name yeah whatʼs that name yeah whatʼs my name again? Stamp on the ground and the ceiling falls in Shadow boxing, monologue and we talk and we talk and we talk Shadow boxing, monologue and we walk and we walk and we walk Shadow boxing, monologue and we clean and we clean and we clean Shadow boxing, monologue and we dream and we dream and we dream And we go down to the beggar, to reach for the queen And itʼs now and forever, and we are and we seem And we sculpture a statue to worship and bear The chaos thatʼs behind the glass of who and what and who and what we are",2v8ItxXV5ET9cBA5vwgWfP,0.355,0.355,-10.734,0,0.919,0.155,86.781
  Eric Clapton  ,Stop Breakin` Down Blues,"Every time I'm walking down the street Some pretty mama start breakin' down with me Stop breakin' down Please, stop breakin' down The stuff I got will bust your brains out, baby Oh, it'll make you lose your mind I can't walk the streets now to consolate my mind Some pretty mama starts breakin' down Stop breakin' down Please, stop breakin' down The stuff I got will bust your brains out, baby Oh, it'll make you lose your mind Now, you Saturday night women, you love to ape and clown Won't do nothing but tear a good man reputation down Stop breakin' down Please, stop breakin' down The stuff I got will bust your brains out, baby Oh, it'll make you lose your mind Well, I give my baby the ninety nine degrees She jumped up and throwed a pistol down on me Stop breakin' down Please, stop breakin' down The stuff I got will bust your brains out, baby Oh, it'll make you lose your mind Well now, I can't start walking down the streets Some pretty woman start breakin' down with me Stop breakin' down Please, stop breakin' down The stuff I got will bust your brains out, baby Oh, it'll make you lose your mind",6ajhlgzxfqErfmITO1XEs3,0.731,0.744,-6.41,0,0.248,0.713,127.045
  푸른 새벽  ,Tabula Rasa,의식 더딘 너의 귀로 때로는 흩어지고 또 소멸할 수 있도록 아름다울 것  서서히 오 정지는 시간 속으로 언젠간 너도 나에게로 나의 노래는 여기까지 안녕히  허상 그것으로 내게 이를 땐 귀뜸해 주기를  더딘 너의 귀로 때로는 흩어지고 또 소멸할 수 있도록 아름다울 것  서서히 오 정지는 시간 속으로 언젠간 너도 나에게로 나의 노래는 여기까지 안녕히,664LWtHnlN1Ac87EwNhFUx,0.49,0.608,-10.336,1,0.932,0.32,155.975
  Carly Pearce  ,Careless,"Don't call me I've heard it all before the last time you said you were sorry And all this back and forth is getting old You're just the boy who cries love Then you turn around and run Yeah, you're the boy who cries love You do it just for fun  And baby, you were careless with my heart Said forever then you let it fall apart You left me crying there on the floor, walked out the door Like it was nothing And baby, you were reckless with my love I gave you all I've got, you just gave it up So it don't matter how much you've changed or the look on your face When you say you want me, you miss me tonight Baby, I could care less  And I know you And all the empty breath of your promises No, it ain't nothing new The only thing different is me 'Cause you're just the boy who cries love And I took you back every time Yeah, you're the boy who cries love Oh well, not tonight  Baby, you were careless with my heart Said forever then you let it fall apart You left me crying there on the floor, walked out the door Like it was nothing And baby, you were reckless with my love I gave you all I've got, you just gave it up So it don't matter how much you've changed or the look on your face When you say you want me, you miss me tonight Yeah, baby, I could care less Yeah, baby, I could care less  I'm calm, cool, collected Keeping my heart locked up, protected Now all your begging and pleading is bouncing back to you An echo in the cold hard truth  You're just the boy who cries love You're just the boy who cries love Well, I hope you have fun  'Cause baby, you were careless with my heart Said forever then you let it fall apart You left me crying there on the floor, walked out the door Like it was nothing Yeah, baby, you were reckless with my love I gave you all I've got, you just gave it up So it don't matter how much you've changed or the look on your face When you say you want me, you miss me tonight Yeah, baby, I could care less Yeah, baby, I could care less  You're just the boy who cries love",0i2xeUF6LrtPVsPHWVr0QK,0.616,0.908,-4.148,1,0.0851,0.47,133.053
  Smoke Fairies  ,Summer Fades,"""As the summer fades to a watery light And autumn's hues are coming to life Can we start something new? Just me and you Through low light and trees A future unseen is a future i can believe  Through the coldest months i held onto A dying hope that flickered in you And we'll start something new further than you As death is to birth The moon to the earth Find a future i can believe  Can you hold me like you held someone you shouldn't have let go? Can you keep me deep inside like the regrets that burnt a hole? Can you love me like you loved someone you loved so long ago?  Take me far away, a late night drive See headlights flash in a stranger's eyes And i'll start something new Just me and you Through low light and trees A future unseen is a future i can believe  Can you hold me like you held someone you shouldn't have let go? Can you keep me deep inside like the regrets that burnt a hole? Can you love me like you loved someone you loved so long ago?  Lyrics submitted by Red Sound.  """,3vqfJAzzh3P3vUmtiNuf7r,0.242,0.26,-11.958,1,0.874,0.196,73.75
  Vance Joy  ,From Afar,"You told me 'boy look the other way' You told me 'boy bite your tongue' Yes that's not the way Yeah that's not the way Ah that's not the way that friends behave Ah that's just not the way that friends behave Oh no, no, no No, no, no, no You lined me up Across the room Two falling sparks One willing fool And I, I always knew That I would love you from afar You told me 'boy look the other way' You told me 'boy hide those hands' But I've been living on the crumbs of your love And I'm starving now And that is just the way that we remain Ah that will be the way that we remain Oh no no no No no no no You lined me up Across the room Two falling sparks One willing fool And I, I always knew That I would love you from afar You lined me up Across the room Two falling sparks One willing fool And I, I always knew That I would love you from afar It shouldn't come as a surprise What I'm feeling, what I'm feeling now It shouldn't come as a surprise She got darling hazel eyes It shouldn't come as a surprise What I'm feeling, what I'm feeling now x4",0xLoYaRyQxTDR7kNIo69B3,0.327,0.412,-8.511,1,0.489,0.173,86.419
  The Allman Brothers Band  ,Soulshine (Album Version),"When you can't find the light, That got you through the cloudy days, When the stars ain't shinin' bright, You feel like you've lost you're way, When those candle lights of home, Burn so very far away, Well you got to let your soul shine, Just like my daddy used to say.  [Chorus] He used to say soulshine, It's better than sunshine, It's better than moonshine, Damn sure better than rain. Hey now people don't mind, We all get this way sometime, Got to let your soul shine, shine till the break of day.  I grew up thinkin' that I had it made, Gonna make it on my own. Life can take the strongest man, Make him feel so alone. Now and then I feel a cold wind, Blowin' through my achin' bones, I think back to what my daddy said, He said",7a014uMHF3nlqzXCxV551C,0.476,0.556,-6.501,1,0.125,0.559,135.624
  Mokyo  ,20000V,oh how winter falls on my face beautiful sky so blue feels like May when the cold asks again for my name I just don’t want to play their little game I got the green I gotta make it grow I got the speed I gotta take it slow I’m in a scene unfitting to this show time isn’t free I'll pay my debt and go slow when I fall know where I’m going slow when I fall know where I’m going my neighbors believe I’m insane but I’m sure if they got to know my pain finally they will be educated all I need is to sleep just like a baby I got the green I gotta make it grow I got the speed I gotta take it slow I’m in a scene unfitting to this show time isn’t free I'll pay my debt and go slow when I fall know where I’m going slow when I fall know where I’m going the harder I try not to cry the higher I rise to the sky the harder I try not to cry the higher I rise to the sky,4h9tS223rkkxfjxb6NZkI6,0.491,0.342,-7.543,0,0.487,0.11,119.443
