artist,title,Clean_lyric,emo,track_id,track_url,album_art,release_date
  정세운  ,I Wonder (PROD. Joombas),star star star star star,Comfortable,2d1WKw2q9z7CwwqwQGxXYC, https://open.spotify.com/track/2d1WKw2q9z7CwwqwQGxXYC?si=ac722a280e2e4571,https://i.scdn.co/image/ab67616d0000b2733c2eb725b09684c74ce244da,2018-07-23
  권순일 (어반자카파)  ,Throwback (With 러니),thousand song list radio music help singing play throwback song dance play throwback song man mirror play throwback song dance somebody play throwback song somebody lot alot alot alot song lot ribbon sky mariah emotion song wake head mind throwback time music help singing play throwback song dance play throwback song man mirror play throwback song dance somebody play throwback song somebody lot alot alot alot song lot ribbon sky mariah emotion throwback song dance play throwback song man mirror play throwback song dance somebody play throwback song somebody lot alot alot alot song lot ribbon sky mariah emotion throwback song play throwback song play throwback song somebody choose play feel feel till start like wonder sound get feel come feel feel till start like wonder sound get feel start like wonder sound get feel new tune fine alive classic ready tune fine alive,Chilling,4yv8zUYi4aTvnJbSTvPP2M, https://open.spotify.com/track/4yv8zUYi4aTvnJbSTvPP2M?si=869c0b10cded491c,https://i.scdn.co/image/ab67616d0000b273602f524aeb277ab85e51d46d,2019-10-21
  Stevie Wonder  ,My Cherie Amour (Album Ver.),cherie summer day cherie amour distant milky way girl heart cafe street smile face crowd share cloud girl heart mine notice win ignore wear see cherie cherie amour little crowded cherie amour little mine someday little distant little mine,Chilling,4TBehalQbTZEXt9MYPhkop, https://open.spotify.com/track/4TBehalQbTZEXt9MYPhkop?si=14132620b63c4848,https://i.scdn.co/image/ab67616d0000b27372d82d586e86096e68f1b0fe,2015-04-15
  Trey Songz  ,Change Your Mind,girl world pretty girl world fact cause people woman chance life mind time mind night need get mind mind mind mind mind mind mind eat kiss stop chance life mind time mind night need get mind mind mind mind mind mind mind girl world time girl world mind mind girl world time mind time mind night need get mind mind mind mind mind mind mind girl world pretty girl mind believe get live let change say let change know let change let change let change win kill let get trip girl get live let change say let change know let change let change let change take let change change take let change say let change know let change let change let change let change pretty pretty shit different bad fine bad good shy come lipstick baby bad fine bad good shy come pretty pretty pretty pretty pretty pretty pretty girls bad fine bad good shy come pretty pretty pretty,Chilling,6RRlvIai4sUlT7L1m6sLAA, https://open.spotify.com/track/6RRlvIai4sUlT7L1m6sLAA?si=193cc1ca47f74c28,https://i.scdn.co/image/ab67616d0000b273e04293bed7a0440e3eea2de1,2015-06-23
  Jessie Reyez  ,LOVE IN THE DARK,human rock way sky home home goodbye smile life heartbeat draw nothing star love dark love dark anything memory song head cause silence thing voice heartbeat thing goodbye smile life heartbeat draw nothing star love dark thank god everything thank god everything life heartbeat draw nothing star love dark float make put repay fly run take try look pull win cause fall relive listen hear run take try look pull leave fall show show show show run take try look pull leave fall stardust unconditional much sweet small sweet,Depressed,6WrHKidpEVkYKX3vSQhBgL, https://open.spotify.com/track/6WrHKidpEVkYKX3vSQhBgL?si=d02c2b82c8c443e2,https://i.scdn.co/image/ab67616d0000b2738e59b60132f8d99895ab4803,2020-03-27
  Luke James  ,Love XYZ,come feeling love eye reverie tremble sight eye care love baby give love come come give love win let shit know know dare come come come give love give give love tell take come wrong wrong free xyz,Sad,5hn32pYMcaAjur89G653pa, https://open.spotify.com/track/5hn32pYMcaAjur89G653pa?si=6742ec14dee149e1,https://i.scdn.co/image/ab67616d0000b2736afd922a1ca3067374d784f1,2014-09-23
  GiiANA  ,Paradise (Feat. Summer Soul),spot heart love heart vibe everything everything heart eye heart heart someone someone paradise night paradise night paradise night paradise night everybody nothing last baby baby everything baby life heart heart heart love mind holiday paradise night paradise night paradise night paradise night sing meet close walk talk feel give soul workin,Happy,6mpxwQhjdh0b0jKhFCgCcs, https://open.spotify.com/track/6mpxwQhjdh0b0jKhFCgCcs?si=b9df48da75384e96,https://i.scdn.co/image/ab67616d0000b273e1c518e8fb0f5ebfaeacb157,2017-01-30
  민제 (MINJE)  ,Youth,snoop philharmonie pentatonic,Depressed,7uW9unKihiwnk6wfEmqVlG, https://open.spotify.com/track/7uW9unKihiwnk6wfEmqVlG?si=2020bf922a3d47f7,https://i.scdn.co/image/ab67616d0000b2731585a60ed45c9be2c85c6ed4,2018-03-07
  Blackstreet  ,Think About You,girl girl shower shower clothes clothes paper paper dinner dinner bed bed clothes car paper dinner bed kiss heart grow way night message day clothes car paper paper dinner bed cause waitin okay alright cause moment friend day shower clothes car paper dinner bed doubt shower clothes car paper dinner bed shower clothes car mind time shower clothes car paper dinner lay bed clothes car put put fix lay take put girl hear say get get please thinkin take put hear get know regret spend think put girl thinkin put drive read put please tell get singin put read take put shower listen shower crazy single fix hmm fix shower,Energetic,4a6jJBk9h7Cjxt5DYEX7RV, https://open.spotify.com/track/4a6jJBk9h7Cjxt5DYEX7RV?si=4feed1617b9a4520,https://i.scdn.co/image/ab67616d0000b273da4b9222b671e76f338cf54e,1999-03-23
  Erykah Badu  ,Love Of My Life (An Ode To Hip Hop),let way way girl poetry firstbut heart one cause table advice shoulder word love friend life love life pretendlove life love aint cleara freak freak yall dont stop beat yall dont freakhow age lover friendhe touch friend world butwhenever advice shoulder word love friend life love life love life feel love aint clearyall back thought boy way boy cheddar understood cheese hood rat rat fact shes queen beam nowlove life world love life love life break dawn love life world love life love life bring meet give give know turn break get need give mine become stop say move keep know get need give mine become meet break get get sweat let need boy boy yeahi little upwhenever nicebut friend simple true freak simple teen young rush nicebut friend simple true bad many good dont light ill girl ill girl,Chilling,7uQ8L9eoeKJPXWG9kG7gFX, https://open.spotify.com/track/7uQ8L9eoeKJPXWG9kG7gFX?si=2f8034795f034569,https://i.scdn.co/image/ab67616d0000b273cd4a90cfc3897bc8d0740e73,2010-05-11
  Samm Henshaw  ,Better,girl something soul girl affiliation boost reputation nothing girl nothing girl lord nothing girl nothing girl say ease know make make make make little nee uuh good good good good,Sad,522osUOTccoZe16Ck0wZTi, https://open.spotify.com/track/522osUOTccoZe16Ck0wZTi?si=2ad8251edd794b6a,https://i.scdn.co/image/ab67616d0000b27304a77e9881ee4a669cb00162,2015-09-25
  Teyana Taylor  ,We Got Love,love love love taylor house carriage love marriage messenger stigma huxtables love self love love pity party makeup birth bathroom floor headphone cord let life defeat message reach taylor hand play hundred money chillin homies home heart hand play hundred money chillin homies home heart younghearts taylor love love love love taylor abundance love money outta onyx ballin ballin hundred money frequency sage room hate love wave chorus teyana taylor play catch hundred money chillin homies home heart play catch hundred money chillin homies home heart younghearts taylor love love love love chorus teyana taylor play catch hundred money chillin homies home heart play catch hundred money chillin homies home heart hand hand lauryn hill taylor clarity focus sense love sense hand hand happiness lot people success everything money world person integrity thing value value younghearts taylor love love love love get love believe say get love get get kill break turn obamas get take wristband dress give throw catch throw catch get love believe say get love believe say live spark kill get love love get love love get love love get love love throw throw throw throw matter mean get love believe say get love believe say good good teyana black best iman teyana new new good good new wealthy conscious fresh new clear new new new good good good good new new interlude purpose integral key define enjoyable sustainable internal internal good good,Chilling,5Pm5roB9VO46lSkEB1luuz, https://open.spotify.com/track/5Pm5roB9VO46lSkEB1luuz?si=bdb639eed4254163,https://i.scdn.co/image/ab67616d0000b2733c1d50d3467be460844da7c1,2020-06-19
  Chris Brown  ,Stereotype,hand word lie fool know problem rest thought regret stereotype stereotype stereotype stereotype stereotype stereotype stereotype love someone fool know problem rest thought regret stereotype stereotype stereotype stereotype stereotype stereotype stereotype stereotype rest thought regret stereotype stereotype stereotype stereotype bleed hold fool think become hate label hate label hate label hate label blame fell fool think become hate label hate label hate label hate label become hate label hate label hate label hate label different different big stereotype stereotype stereotype stereotype knew different different big stereotype stereotype stereotype different different big,Chilling,62GbGgOxJdKRhXmsAoVTHS, https://open.spotify.com/track/62GbGgOxJdKRhXmsAoVTHS?si=9b3586cdf27240f3,https://i.scdn.co/image/ab67616d0000b273d7a62d8635f92472d57d5f8d,2014-09-16
  Evy Jane  ,Nothing So Great,cotton bed lace pigeon lucy smile face cut harpoon man dust moon city circle day fingernail phase cotton cotton nothing nothing nothing scab nothing nothing nothing name crumple ache wing weep fear walk bed bed make ask tell say take white cavernous nightmare crumpled crumpled great afraid great great old great great child great,Depressed,4nOw3r1gatxwMUJdsrfpJ2, https://open.spotify.com/track/4nOw3r1gatxwMUJdsrfpJ2?si=89eadef931444563,https://i.scdn.co/image/ab67616d0000b273f14ff9d0136898f693be097d,2015-04-27
  Sunshine Anderson  ,Say Something,baby style brother thing alright talk something way something game way tryin truth cause night something way something something way something number waiter cause night girl chance something way something something way something something way something something way something check get admit meet boy drive wild get think connect get acquaint come boy stop front come say tell stop front come say play look chemistry boy see get come stop front come say tell stop front come say boy stop front come say tell stop front come say play let get give act break tell get roll miss stop front come say tell stop front come say boy stop front come say tell stop front come say boy stop front stop front stop front come say tell stop front come say boy stop front come say tell stop front come say good much long obvious simple boy boy,Happy,5RluUBDy7ZB3xJSB8VsGW0, https://open.spotify.com/track/5RluUBDy7ZB3xJSB8VsGW0?si=16fcb9a355834b4d,https://i.scdn.co/image/ab67616d0000b2734aaacfbaeb52c279e8b0b41c,2010-01-01
  Destiny`s Child  ,Independent Women Part I,lucy liu girl charlie angel question diamond ring cell feelin please question try fun pay bill relationship shoe foot clothes rock rockin cause watch house car woman hand honey money hand momma dollas hand lady hand angel girl angel lady bein question knowledge braggin cash money noone shoe foot clothes rock rockin cause watch house car woman hand honey money hand momma dollas hand lady hand angel girl angel child wassup house people style child beauty noone angel woman hand honey money hand momma dollas hand lady hand angel girl angel draw tell ring get leave control boy get dismiss pay buy wear buy buy want buy buy drive buy throw throw feel throw get get tell work sacrifice get bring give front brag depend give buy wear buy buy want buy buy drive buy throw throw feel throw get get break scare charlie throw throw feel throw get get cameron destiny wearin independent live hard easy independent make sure wearin independent destiny sure angel destiny independent independent,Energetic,2tZZGKQDPIk37SkmNm0Od7, https://open.spotify.com/track/2tZZGKQDPIk37SkmNm0Od7?si=620b932944864b7d,https://i.scdn.co/image/ab67616d0000b273e38fb1bbda253024d368e534,2012-06-19
  BGM4  ,Last Christmas (Feat. 필굿),bye bye christmas christmas hello love christmas love christmas bye bye christmas christmas hello love christmas love christmas bye bye christmas christmas hello love christmas love christmas good good last last hello good good last last hello good good last last hello,Sad,4dwZoiKR6I5fxFo7euofY9, https://open.spotify.com/track/4dwZoiKR6I5fxFo7euofY9?si=930db00ffc974c69,https://i.scdn.co/image/ab67616d0000b27388454afd8aa5cb3f7b58c770,2019
  Brian McKnight  ,Home,hand castle sand reachin till way home way home master knee clay arm life hand man time way home way cause search till way home snow way home think meet say say let build let mold see get find make wash get find put let get find baptize wash get find lose wander know rest wash white snow white snow white,Depressed,4QwkQu5sOkGel6S2b7ZYn6, https://open.spotify.com/track/4QwkQu5sOkGel6S2b7ZYn6?si=0c8609966fa942f6,https://i.scdn.co/image/ab67616d0000b273e9da8645c59d76e7f35dff6e,1999-09-21
  TEAM B  ,기다려,wait wait wait wait leave come,Chilling,5RIzf1K6ZesdvlcdSagNlB, https://open.spotify.com/track/5RIzf1K6ZesdvlcdSagNlB?si=c76800e5ffcd4445,https://i.scdn.co/image/ab67616d0000b273d0fb3be3075a3227454ee09e,2014-09-12
  UZIN (유진)  ,Pillow,nap use arm take nap use arm take nap use arm take nap use arm take nap use arm take nap use arm pillow take pillow pillow pillow pillow pillow,Depressed,5TT4eWLkfvhgR1jtcG04tW, https://open.spotify.com/track/5TT4eWLkfvhgR1jtcG04tW?si=9df9d8c79f884ee2,https://i.scdn.co/image/ab67616d0000b27395afa8827bc633ce2b949bbf,2019-09-20
  GOT7 (갓세븐)  ,너 하나만 (Feat. 효린),baby anything worry boy worry babe sunday babe girl tell babe stuck monday okay okay okay okay okay okay,Happy,6eTGsX5yYWnCkoj5Nb2oGL, https://open.spotify.com/track/6eTGsX5yYWnCkoj5Nb2oGL?si=70644cb5f27c49bc,https://i.scdn.co/image/ab67616d0000b273fbeed655975e18836e2771ea,2018-03-12
  Sade  ,Still In Love With You,think fall piece something sadness love head spin darling end love time way dry tear eye feeling heart disguise use guess end woman something baby time anything baby love reel get darling darling heal darling keep love know call help see crazy empty best,Comfortable,51UNNIXG0vZrwB40N6qWOo, https://open.spotify.com/track/51UNNIXG0vZrwB40N6qWOo?si=d63e367b52b14bdf,https://i.scdn.co/image/ab67616d0000b273fc221d8a9119a2d1ab41c8b1,2011-05-09
  소울렛 (Soullette)  ,Flying Blind,eye eye night people people question illogical sun eye night people people question illogical illogical illogical illogical ask move leave move fly ask move leave move move move grow fly fly move move move fly fly red red wrong many unanswered much emotional wrong many unanswered emotional emotional emotional emotional,Depressed,7a57RXzFnSNmJaLRwRoxwZ, https://open.spotify.com/track/7a57RXzFnSNmJaLRwRoxwZ?si=812ab14485bd4ff1,https://i.scdn.co/image/ab67616d0000b273dd3648de103f0c19a78e05fe,2019-03-19
  Renee Olstead  ,A Love That Will Last,something middle desire love kiss tear fall love memory love heart till guess something love love memory love heart till share air kinda girl love love love love complicate say hug try run drama say call know say complicate want want little last last goodbye enough romantic last last goodbye enough past last last last last,Depressed,4bJbSERtCqK9D6DRUPMmMh, https://open.spotify.com/track/4bJbSERtCqK9D6DRUPMmMh?si=a25a191dc85b4915,https://i.scdn.co/image/ab67616d0000b273ab9c78473e864f457f229ceb,2004-05-11
  The Weeknd  ,Rockin’,people one one life pay woman fame way nothing way pre chorus moment moment chorus life energy body baby call baby bout liquor adderall beat pre chorus moment moment chorus life energy body baby bridge moment moment let chorus life life energy body baby get get stay distract get attract end stop get take take spend waste want cause texting lose get crazy focus take take spend waste want cause take take spend spend waste waste get need know want many rockin rockin next much rockin rockin missed actin reckless mixed rockin rockin rockin next much rockin rockin rockin rockin rockin next much rockin rockin rockin,Energetic,02V0fopGouDF5GbDHftv4S, https://open.spotify.com/track/02V0fopGouDF5GbDHftv4S?si=ab27b9a98a12451c,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,2016-11-25
  Matt Martians  ,Dent Jusay (Feat. Syd & Steve Lacy),syd lacy dent jusay jusay dent jusay dent jusay dent jusay syd flexin anybody view sight attention flight steve lacy fly height dent jusay jusay dent jusay dent jusay dent jusay outro group woman phone titty kind show people crowd dang weed titty instrument case car cause place car cause perform midnight blunt blunt access back shawty vocalize fly dent fly dent see know miss lose darling leave scar keep fly dent fly dent sneak smoke sneak put smoke put straight say walk leave get get roll get get weed like park walk alright see jusay satisfied ohhhh jusay second hella alright,Comfortable,1goN1TN8DZDLRNizMciiho, https://open.spotify.com/track/1goN1TN8DZDLRNizMciiho?si=29c793de94784b66,https://i.scdn.co/image/ab67616d0000b273181e905ea4012cd983f48999,2017-01-27
  제이  ,빛,day day love heart heart end love cause hurt thousand tear goodbye day happiness heart love end love cause hurt thousand tear goodbye day happiness heart love heart heart take konw make let love know take see walk cry regret love know share cry regret love know share let love know take see walk precious last much alright much alright,Comfortable,1oqJiNItRFr9BM224LoIff, https://open.spotify.com/track/1oqJiNItRFr9BM224LoIff?si=f660a9dab7e046b2,https://i.scdn.co/image/ab67616d0000b27320a0fe8df0367e30543f0fca,2020-03-01
  Garth.  ,Melt,commit quit quit cause heart hand call fear time time align space space body melting love melt love smoother honey intuition honey honey skin ride die call fear time time align space touch body love melt love time kiss love melt love game name touch body love melt love time kiss love melt love try fall adore take hold say win waste draw draw wait say win waste melt addict melt say play melt addict melt deep deep unsure physical physical steady skin skin skin skin physical steady sweet long alive steady sweet,Chilling,6v2LOZYnqWeGDhwXHcwPjC, https://open.spotify.com/track/6v2LOZYnqWeGDhwXHcwPjC?si=24b38a2b24fe47f5,https://i.scdn.co/image/ab67616d0000b2731988dc83e417190b12f70e40,2019-10-18
  Chris Brown  ,Frustrated,girl top top baby right body need pre chorus girl girl girl girl girl girl girl girl girl girl chorus taurus limit charge taurus limit charge girl girl girl girl girl girl girl girl boat baby bullshit haha girl right baby body need girl pre chorus girl girl girl girl girl girl come baby girl girl chorus taurus limit charge charge taurus limit charge girl girl girl girl girl girl girl girl girl girl girl girl girl girl girl bridge wild bed chorus taurus wild taurus limit charge girl girl girl girl girl girl girl girl girl girl girl girl girl girl girl girl baby come come come come come come come come come come come get frustrate contain get get frustrate contain get come come come come come come come come let rock get baby come come come come come come come come come come get frustrate contain get get frustrate contain get come come come come come come come come come come come come come come come come get frustrate contain get come come come come come come come come come come come come come come come come come right haha right mon positive wild wild animal positive girl wild wild wild girl wild,Chilling,0KefjIJKLosWKzntTLbtds, https://open.spotify.com/track/0KefjIJKLosWKzntTLbtds?si=ec1957470efc482e,https://i.scdn.co/image/ab67616d0000b273af236a3219d347662cb4a284,2017-10-31
  Janet Jackson  ,Just A Little While,baby nobody day distraction play fruit thinkin thing love dream fantasy truth clothes smell baby night morning thing play fruit thinkin thing love dream fantasy truth passion river end everything strawberry wild thinkin thing love dream fantasy truth everything make get get wait get lay touch stop get baby get dish love make take love sleep burn cause know lay touch stop get baby get dish love make take love know let tell baby play stop get baby get dish love make take love love love take love love tell let love good smile little little favorite makin ready little little little wild much favorite makin ready little little real makin ready little little little little little little,Energetic,5tpmCenLbM2lXo4Dxqrml4, https://open.spotify.com/track/5tpmCenLbM2lXo4Dxqrml4?si=942f26af6b8b4edc,https://i.scdn.co/image/ab67616d0000b2731ef94f1386aa243402a51112,2004-01-01
  Whitney Houston  ,I Believe In You And Me,love one dream love river sea side pride chip love boy baby one inside fool way fool miracle love miracle baby dream baby see end lose leave hurt leave let place feel play yes come lose believe lose free right deep true free free,Depressed,3ULqdOtjcLEAtZc5lEc7sP, https://open.spotify.com/track/3ULqdOtjcLEAtZc5lEc7sP?si=41257d81955d4b7d,https://i.scdn.co/image/ab67616d0000b27318262e319060dda67816bca7,1996-11-27
  Usher  ,Good Kisser (Disclosure Remix),minute baby watch world lot girl holla dollar nobody nobody nobody bang ross mcig nobody nobody cause umbrella money door money davis blue paper tint razor side case hand lean man peter pan plan homie fed chick telemundo face culo paper start kisser passport time leg baby kisser rain parade baby world lot girl holla dollar nobody nobody nobody bang girl hero euro franc yen starin barrel trigger chitty bang see devil girl compete mine mind lip winner kisser leg baby kisser rain parade thing flow control time floor mine baby night night night night leg baby kisser rain parade baby world lot girl holla dollar nobody nobody nobody bang make kiss guess make bet kiss kiss kiss talk smoke smell kiss kiss rebel stuff chase ring get exed move get kiss touch switch look get miss get kisser say kiss guess make bet kiss kiss kiss get check tell fire want tap retire get get kisser say listen run keep give give give keep keep give come give give kiss kiss keep kiss kiss kiss keep kiss kiss kiss keep kiss kiss kiss keep kiss get kisser say kiss guess make bet kiss kiss kiss bang usher true bang old clive dead dark picky little spanish fat little best good true bang dinero chitty lie good pretty inspired keeper good good good good good good good true,Energetic,2l3Mswq4heP3cQDppOHlFx, https://open.spotify.com/track/2l3Mswq4heP3cQDppOHlFx?si=584b5410a26c4c9e,https://i.scdn.co/image/ab67616d0000b2730d796241a036e95fb7b50aec,2014-07-03
  Oneway  ,Rainy Days (Feat. 준수 Of 2PM),baby day day day night sorry time ella ella hella hour day day day night life baby baby day day day night let fade miss sorry move hit stand rain fade miss fade miss rainy fade sorry umbrella fade rainy fade,Sad,3MGmHvkPlPPZmkLITZfYLZ, https://open.spotify.com/track/3MGmHvkPlPPZmkLITZfYLZ?si=032b55e8de3e42bd,https://i.scdn.co/image/ab67616d0000b273881b7d4d326b739ba88da66d,2011-01-04
  디어 (d.ear)  ,Let Me Go (Feat. J. Han),glass wall pledge work art boulevard joan man mile grip couple stone destruction poison junction time egg shell floor glass house room pride howl ideal soul nobody lord time time time stain decorate work hop face end saw loosen let fly fly pick pay let tango get project make whole end let give miss come let single early arc mile last ima last weary last ima last ima,Comfortable,7zAri7DXl73A7sZGHrZG98, https://open.spotify.com/track/7zAri7DXl73A7sZGHrZG98?si=477c7404fb734b37,https://i.scdn.co/image/ab67616d0000b273c329961c2dbf38f630ecb63a,2015-02-10
  J.Bro (제이브로)  ,Waterfall (Feat. Nudyman),waterfull waterfall body waterfall waterfall waterfall waterfall waterfull waterfall body gery air waterfall waterfall hole hole waterfull waterfall body waterfall waterfall waterfall waterfall soul soul fall fall hold tie love hold tie love hold tie love soul waterfall waterfall full high waterfall waterfall full high waterfall waterfall waterfall full high,Depressed,4WU5D8WsuspqmqxKRT6Jl5, https://open.spotify.com/track/4WU5D8WsuspqmqxKRT6Jl5?si=c7b049ec585041a3,https://i.scdn.co/image/ab67616d0000b273c220be6157344b80a3c695f4,2017-05-15
  Trey Songz  ,Body High (feat. Swae Lee),trigga hunnid bag freak freak freak hunnid mall hunnid mall daddy chorus hunnid bag mall daddy gooshy flipflops arm wristwatch season pitstop throat leakin drop nig panty side left right show tory tory drip drip way doin ticket flyin sky dial wristwatch tick tock dope block ten liplock ziploc side notice bomb lotus action tip head flip flop hunnid bag mall daddy gooshy flipflops arm wristwatch season pitstop throat leakin drop nig panty side left right show trey baby afterall body sayin doorman name focus brain adderall lane basketball body noosebleeds name thang everybody roll peace everybody piece rosary bustin artillery music ear leg air songz hunnid mall daddy gooshy flipflops arm wristwatch season pitstop throat leakin drop nig panty side left right show say show ball say show ball give tell pull shit shit make get love keep doin get sellin get need get stuff put get get say show ball give tell pull shit shit talk know call runnin take put sposed girl see get put say show ball give tell pull shit shit freak freak freak trey songz gooshy drip aight tight lanez drippy outside good dubai big top bad flower top trey songz gooshy drip aight tight songz real jesus cha heavy auxillary chorus trey gooshy drip aight tight,Sad,6I37Nyus6g7GqOig9kpIjG, https://open.spotify.com/track/6I37Nyus6g7GqOig9kpIjG?si=79fc8a27760d45cd,https://i.scdn.co/image/ab67616d0000b273969451946675a7b10131550d,2018-11-27
  H 3 F  ,How Can I,thing letter letter day someday sorry someday way thing thing day hand sorry someday way thing thing thing thing thing thing thing thing thing thing find hold get hop reply hop find find hold get hold get remember take grant throw make hop find find hold get hold get darling find hold get hold get find hold get hold get hold get hold get hold get hold get wrong whole whole late late late late late late late whole whole,Depressed,3Ka0IJwEvxI3ssqbF48SWZ, https://open.spotify.com/track/3Ka0IJwEvxI3ssqbF48SWZ?si=c4be47f25bdf4229,https://i.scdn.co/image/ab67616d0000b273af06f5c40adb2bc287c46cc2,2019-06-23
