artist,title,Clean_lyric,emo,track_id,track_url,album_art,release_date
  Adios Audio  ,Like Snow,memory roof memory roof memory roof memory roof snow memory roof memory roof memory roof memory roof memory roof memory roof memory roof memory roof memory roof memory roof memory roof memory roof melt fall fall fall fall see melt melt fall fall fall fall fall fall fall fall fall fall fall fall see happy snow happy happy snow,Chilling,3pJzoHq1UPNBqViZG8ixhE,https://open.spotify.com/track/3pJzoHq1UPNBqViZG8ixhE?si=4c937aa75fac4f0e,https://i.scdn.co/image/ab67616d0000b2736a51df2c6eddbcc6f871f80a,2016-11-30
  비젤리 (Bee Jelly)  ,Hold On (Feat. Fancy Jung),love baby phone aquaman spotlight matter smile care baby somebody anything heart day somebody anything pain spotlight matter smile care baby somebody anything heart day somebody anything pain baby somebody anything heart day somebody anything pain somebody look anything love love love love love love freakin crazy,Happy,1prvVqNV2jqEAk5Mx3kIUh,https://open.spotify.com/track/1prvVqNV2jqEAk5Mx3kIUh?si=b1f3342e3c2d43c1,https://i.scdn.co/image/ab67616d0000b273069aa9255c815da927b902c6,2020-01-31
  곱슬머리  ,남자 둘이 부르기엔 너무 달달한 노래,baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby,Happy,7vrIaj4ZuQT5JCiv3Bykb3,https://open.spotify.com/track/7vrIaj4ZuQT5JCiv3Bykb3?si=28feaab25b6447f5,https://i.scdn.co/image/ab67616d0000b273621050a5a1ab12749612e70c,2018-11-23
  푸디토리움  ,Avec (아베크 / 함께),question sais guerir blessures pan car mon cicatrix cheres que main ouvre toute passe porter par plaisir autre histoire arriverai sans vois avenir magnifique reviennent prennent mon ami brise laisse crainte etre abime ternir idylle toi veux que sois ici contre moi que levent que parlent son rien avec toi oui cela bien raison main question sais guerir blessures pan car mon cicatrix cheres que main ouvre toute passe porter par plaisir autre histoire arriverai sans vois dans magnifiques reviennent prennent mon amie souhaitee que sois ecorche puise idylle toi veux que sois ici contre moi que levent que parlent son rien avec toi oui cela bien raison main que sois ici contre moi que levent que parlent son rien avec toi oui cela bien raison main que sois oui contre toi bien quand dors son contre toi bien quand dors veux que sois oui contre toi bien quand dors bra corps belle corps belle suis une souffert sont aimerais nettoient chasse toi une dear notre maux nous tiennent notre sur une souffert sont aimerais nettoient chasse toi une cheri nous avenir maux nous tiennent notre veux veux amour amour amour,Energetic,0Nk86jBQCNxDfD29inmCHt,https://open.spotify.com/track/0Nk86jBQCNxDfD29inmCHt?si=8d99cc4665394fae,https://i.scdn.co/image/ab67616d0000b27351b4f05ad0ade3840a31a54f,2021-01-12
  바버렛츠 (The Barberettes)  ,Be My Baby,night chance proud head place baby baby darlin baby baby baby wait see kiss day eternity baby baby darlin baby baby baby baby darlin baby baby baby baby baby baby baby baby baby baby meet know need let make turn baby give saw wait adore win baby win baby baby little baby happy til little baby little baby little baby little baby,Happy,1vKqARnhrJVEoxgdmO5CgF,https://open.spotify.com/track/1vKqARnhrJVEoxgdmO5CgF?si=57c3b45f22f64524,https://i.scdn.co/image/ab67616d0000b27385a709463b166663848d8f92,2018-01-16
  3호선 버터플라이  ,방파제,shoot shoot shoot shoot sun shoot shoot shoot shoot star look look mirror shoot shoot shoot shoot sun shoot shoot shoot shoot star look look mirror kick kick,Chilling,6NGBujEW2BDL2wwrBJHb9b,https://open.spotify.com/track/6NGBujEW2BDL2wwrBJHb9b?si=b7c1ca12961b4cbe,https://i.scdn.co/image/ab67616d0000b27370bd3ce3509ec1570dc50fb8,2010-02-23
  노르웨이 숲  ,고백하는 날 (Vocal 혜빈 of 달콤),love,Comfortable,2j6uKYvYNoKxpZJJv0C68U,https://open.spotify.com/track/2j6uKYvYNoKxpZJJv0C68U?si=12f0ff50f36b4c34,https://i.scdn.co/image/ab67616d0000b2734e271be46e8fc3ac2154fb16,2015-08-14
  스탠딩 에그  ,쥴리엣,rainyday sunnyday,Depressed,5VILO3Dhra8eonxpl5Ei8A,https://open.spotify.com/track/5VILO3Dhra8eonxpl5Ei8A?si=fb67b4500f6f42b8,https://i.scdn.co/image/ab67616d0000b273ca6e0fd955c503bc6ad00db9,2011-07-07
  뷰티핸섬  ,Let`s Dance,light forever illuminates eye moonlight shine beat music everything feel cause moment time excuse body body music think dance let dance let night minute everyone funk cause sunrise music stoppin night weight circle window cause spotlight thang body music think dance let dance let dance let dance sun wait case body place dance sun wait case body place dance sun wait case body place dance sun let everybody dance body music think body music think dance let dance let dance gather bright alright move move cause let get raring move tear let dance dance get get take gain throw shake move cause let get raring move tear let dance stop make move stop make move stop make move stop come break move cause let get raring move tear tear tear tear move cause let get raring move tear let dance neon loud crazy let old brace crazy let crazy crazy let,Energetic,3FrJ90ol4Fty4eeRLIYcKW,https://open.spotify.com/track/3FrJ90ol4Fty4eeRLIYcKW?si=a9f172dcc4af4547,https://i.scdn.co/image/ab67616d0000b273a441db9104b45e2fe6523597,2015-07-27
  차가운 체리  ,Love Song ,love song love song love song love song,Depressed,3kKArGKe5xUw3aHfTaIkwR,https://open.spotify.com/track/3kKArGKe5xUw3aHfTaIkwR?si=fd874943e719468e,https://i.scdn.co/image/ab67616d0000b2737ee43b15ad93bb70732ab6ba,2011-09-19
  OPCE (옵스)  ,안아줘,remember remember remember remember remember remember,Depressed,0RDhixJOFVKMaTJnnpDk6N,https://open.spotify.com/track/0RDhixJOFVKMaTJnnpDk6N?si=94d2acf8e35e4253,https://i.scdn.co/image/ab67616d0000b273b90464bd678ce18aa9e5cf3d,2016-01-25
  소란 (SORAN)  ,잠이 안 와,tonight night tonight night night,Happy,2U6XBZYZrdIGhmjwg9IieQ,https://open.spotify.com/track/2U6XBZYZrdIGhmjwg9IieQ?si=848f61713261468f,https://i.scdn.co/image/ab67616d0000b273dd8f3d9963ccf7ceb9199085,2018-09-14
  노르웨이 숲  ,소나기,rain drop rain drop rain drop rain drop rain drop rain drop,Happy,0qxF9ost4lwGXwRFErmxVL,https://open.spotify.com/track/0qxF9ost4lwGXwRFErmxVL?si=df9d9a7c777c484d,https://i.scdn.co/image/ab67616d0000b2732d4412339b976d4f78c4b48f,2017-09-01
  킹스턴 루디스카  ,봄날의 합창 (Feat. 이한철),love love dance song fall fall sing sweet,Happy,3Yx1KXp3gHlHXhXw5eA7h9,https://open.spotify.com/track/3Yx1KXp3gHlHXhXw5eA7h9?si=fc71a1025b5241ca,https://i.scdn.co/image/ab67616d0000b27361410cd1abb9752d50a6000d,2014-04-02
  비젤리 (Bee Jelly)  ,Paradise (Feat. Ledo (레도)),sunshine day paradise baby baby paradise girl paradise baby baby paradise baby paradise baby spotlight girl starlight,Energetic,39gwDmWFXAtl9qsonldmDV,https://open.spotify.com/track/39gwDmWFXAtl9qsonldmDV?si=41386c5cedec441f,https://i.scdn.co/image/ab67616d0000b27382589dd295a78e6d5ca9afb9,2012-08-28
  트램폴린 (Trampauline)  ,Coyote,lick water pipe ground sight fight heart coyote raindrop dusty trail lake shine raindrop dusty trail lake shine thrill thrill thrill thrill lick water pipe ground sight fight heart coyote coyote cause ground raindrop trail thrill thrill thrill thrill thrill taste fall chase watch cross taste fall chase watch cross follow follow follow follow freeze taste fall chase watch run follow follow follow follow golden golden big big big big dusty big big big big big,Depressed,1RFJ4sijfi6gji06nMU1rM,https://open.spotify.com/track/1RFJ4sijfi6gji06nMU1rM?si=26a5edf3382a4949,https://i.scdn.co/image/ab67616d0000b27386112c662017fd52c5e60f44,2012
  문문 (MoonMoon)  ,"Moon, Moon",girl world moonlight star girl world moonlight star girl world moonlight star girl world moonlight star girl world moonlight star girl world moonlight star girl world moonlight star girl world moonlight star girl world moonlight star girl world moonlight star shine shine shine shoot shine shine shine shoot shine shine shine shoot shine shine shine shoot shine shine shine shoot shine shine shine shoot shine shine shine shoot shine shine shine shoot shine shine shine shoot shine shine shine shoot,Comfortable,3ovUzEzqLVE61k8FDVmWUd,https://open.spotify.com/track/3ovUzEzqLVE61k8FDVmWUd?si=76f19129cefe4627,https://i.scdn.co/image/ab67616d0000b27335e40a139d4fe342fc4303b8,2016-11-10
  IMGL  ,My World,world tonight world tonight world tonight world tonight world tonight world tonight world tonight world tonight world tonight world tonight world tonight world tonight world tonight world tonight find get catch find find get catch find find get catch find find,Chilling,3o2ghtujBDJC2EdlWD7gfX,https://open.spotify.com/track/3o2ghtujBDJC2EdlWD7gfX?si=d8b713c5a9784666,https://i.scdn.co/image/ab67616d0000b273b868609bbb043fc58165ccee,2016-04-15
  18GRAM  ,August Drive,way way way way way way way way,Energetic,0pDXaCJWUjcql8JNre4Wsm,https://open.spotify.com/track/0pDXaCJWUjcql8JNre4Wsm?si=ab04880513644afa,https://i.scdn.co/image/ab67616d0000b27384113dae73623fd2b201a9ee,2015-01-08
  로아  ,Hard To Say I`m Fine,fine fine fine say say say say say say hard hard fine hard hard fine hard hard fine,Sad,7bWQwHLs6R0cmdg3MKM6L0,https://open.spotify.com/track/7bWQwHLs6R0cmdg3MKM6L0?si=2e46874d3cac434d,https://i.scdn.co/image/ab67616d0000b273316513ac652fb104c946f90c,2014-11-04
  블랙백  ,Free,voice love kind freeway sorrow question lover one heart nothing way sleepless voice whisper help freeway know blind see fit take leave haunt cry know blind see sweet crescent average girl angel much unable hollow free much unable,Chilling,1xylkyBhNCc74nQkHViAmj,https://open.spotify.com/track/1xylkyBhNCc74nQkHViAmj?si=dc7973f7dbba4e69,https://i.scdn.co/image/ab67616d0000b273b3c16eec2b88a54334fe770f,2012-01-11
  노리플라이 (no reply)  ,Golden Age,age golden,Sad,7Dbd5KpNSer7u8jcOAjxuT,https://open.spotify.com/track/7Dbd5KpNSer7u8jcOAjxuT?si=edf77bd4e2554e63,https://i.scdn.co/image/ab67616d0000b27396e92bbe7f17afc088d31ed6,2010-09-15
  푸푸엘라  ,My Sweet Love,sweet love sweet sweet sweet love love love love love love love love love love love love love love love sweet sweet sweet sweet love sweet sweet sweet sweet love sweet sweet sweet sweet love sweet sweet sweet sweet love,Comfortable,6eU1FHAiew5EKTYgtE6RRF,https://open.spotify.com/track/6eU1FHAiew5EKTYgtE6RRF?si=5a24fbf8a2424489,https://i.scdn.co/image/ab67616d0000b27368347a97dcfd7e9d0e22ac5c,2014-05-30
  조지강 프로젝트 밴드  ,"Movin` On (Feat. 대은, 소연, 은진, 현성)",everybody everybody movin everybody tonight everybody movin everybody movin everybody everybody movin everybody everybody movin everybody everybody movin say,Energetic,43c32rayS9LQaLnrHwaiRa,https://open.spotify.com/track/43c32rayS9LQaLnrHwaiRa?si=27b7dc33ebb8456a,https://i.scdn.co/image/ab67616d0000b2731504edb7a9a5e4e64547fb94,2015-04-29
  요조  ,하모니카 소리,love love love love love love love love love love love love love love love love,Sad,6rLEUzrskAZmv6esL0JIkX,https://open.spotify.com/track/6rLEUzrskAZmv6esL0JIkX?si=a92055ac95424161,https://i.scdn.co/image/ab67616d0000b27376925acd9257d59662d8c668,2008-10-21
  Glen Check  ,Addicted (Re Ver.),drug fantasy drug midnight bittersweet lip everybody dance dancefloor right knee dance tonight midnight bittersweet lip everybody dance dancefloor right knee dance tonight drug fantasy drug fantasy addict addict addict addict tonight move tonight move addict addict addict addict like like fantasy like like,Depressed,4CQd2Ver1HAQ3o65ZY7OrA,https://open.spotify.com/track/4CQd2Ver1HAQ3o65ZY7OrA?si=74d61c4d073c4c1c,https://i.scdn.co/image/ab67616d0000b273d228872e667c8c7b2e4f81fd,2011-03-21
  솔루션스 (THE SOLUTIONS)  ,My War,evolution fear dinos everything side way evolution everything dinos everything side way people time life life word time time cause dinos everything survive survive win waste win let survive survive win waste win let know win come come fight survive survive afraid win win little old afraid wrong born little old afraid wrong born big wrong old wrong long,Chilling,1OSm6XGxh0Q6UXgd3f17EP,https://open.spotify.com/track/1OSm6XGxh0Q6UXgd3f17EP?si=0bba36954e2547c3,https://i.scdn.co/image/ab67616d0000b273b42bfecf94f98289901f0874,2014-05-16
  10CM  ,Corona,today today today today today today today today say say say say say say say say nice nice nice good nice nice good nice,Depressed,7MHxWtteOx1CA0V2WiGEht,https://open.spotify.com/track/7MHxWtteOx1CA0V2WiGEht?si=99aef12408b54d34,https://i.scdn.co/image/ab67616d0000b273351d3d87eee5c034eec67266,2012-10-10
  Glen Check  ,`84,girl one lead beat lead beat baby fight night lady girl one lead beat lead beat baby fight night lady dance give give get get get get get get get dance give give get get get get get get get fine mine fine mine,Energetic,5NzEC2X1XwVaZ4XeKTpdwE,https://open.spotify.com/track/5NzEC2X1XwVaZ4XeKTpdwE?si=909705d28b8b440b,https://i.scdn.co/image/ab67616d0000b273c7e97bb4df0cce99cc34164a,2012-09-28
  peppo  ,봄처녀,kiss kiss hug hug,Energetic,51kuXGr7rbSuLpRWsCJR8k,https://open.spotify.com/track/51kuXGr7rbSuLpRWsCJR8k?si=652973bf64f740ba,https://i.scdn.co/image/ab67616d0000b273fd5f87bc538e266de54be8b2,2018-04-05
  세이수미  ,Crying Episode,sound place sound let cry episode hurt face cheek worry reality face bed awake tomorrow morning sound place sound let cry episode hurt face bed awake tomorrow morning sound place sound let cry episode hurt make win win make feel touch hide hide cry let make win win make feel hide hide cry let make win win make feel whistle little lonely darkness sad sad warm whistle little lonely darkness sad whistle little lonely darkness sad,Energetic,0Z5wgL6rQoRvr5go3psMk5,https://open.spotify.com/track/0Z5wgL6rQoRvr5go3psMk5?si=bf35267df9964799,https://i.scdn.co/image/ab67616d0000b273946688bbe7ec9854841714e8,2019-03-29
  고요한가을  ,Beautiful Day,day day day day day beautiful beautiful beautiful beautiful beautiful,Happy,2X9XLYBXGmXk84rSckKCHQ,https://open.spotify.com/track/2X9XLYBXGmXk84rSckKCHQ?si=d1fe36871d004a36,https://i.scdn.co/image/ab67616d0000b273e2acfd335807705d474818f8,2017-05-12
  스무살  ,롤러코스터,life coaster star roller coaster life coaster life coaster star roller coaster star roller coaster star roller coaster star roller coaster life coaster like like like like like like like roller star roller high high sunshine roller star roller,Energetic,4OYp9qqh9Qg3oTFxlp9fuG,https://open.spotify.com/track/4OYp9qqh9Qg3oTFxlp9fuG?si=a8065e2cbc48402f,https://i.scdn.co/image/ab67616d0000b2730e61c9b3c6556dba929ea4d6,2015-07-24
  피터패트 (Pit-A-Pat)  ,Starry Night,starry night starry night starry night starry night starry night,Sad,0qeDleWR4NBKSwvEInLE7c,https://open.spotify.com/track/0qeDleWR4NBKSwvEInLE7c?si=ff5be2bf89724ec2,https://i.scdn.co/image/ab67616d0000b273940ca9f063055b66b0c4083e,2017-03-17
  페퍼톤스 (Peppertones)  ,Shameless,shirt backwards choice ground curve egde way life story thing curve edge way life story shameless name stainless change end living life someone disco ride shirt backwards choice ground curve egde way life story shameless name stainless change end living life someone disco ride wear throw turn dream say act care turn someday understand join wear upside throw turn someday understand join good rapid rapid shameless right psychedelic good rapid shameless right psychedelic,Energetic,5jQeDKF5s364jR4TkYMf92,https://open.spotify.com/track/5jQeDKF5s364jR4TkYMf92?si=7c42f755d6344b9f,https://i.scdn.co/image/ab67616d0000b27360b7e6d5c7a6897136878b67,2004-06-30
  홍크 (HONK)  ,cinder block,cinder block kinda tipsy lure spin lord spit clueless disturbance convo time fly stone cinder block kinda tipsy lure spin lord spit clueless disturbance convo time fly stone lick chase sorrow set lick chase sorrow set great great,Chilling,0KNrOxwVXECn6Ll6jOWLPo,https://open.spotify.com/track/0KNrOxwVXECn6Ll6jOWLPo?si=95e90046f3aa4e8a,https://i.scdn.co/image/ab67616d0000b273c6056a47bc591442f1555b42,2017-03-28
  소심한 오빠들  ,내 머릿속 야한생각,baby,Comfortable,4MAU9vfcTlH2nWzQbt1J5Z,https://open.spotify.com/track/4MAU9vfcTlH2nWzQbt1J5Z?si=7624b65d54264179,https://i.scdn.co/image/ab67616d0000b273edfd6c4028fa175a4e08887f,2013-11-12
  인스턴트 로맨틱 플로어  ,Luv Punch,luv punch luv train roller coaster floor happyday punch eye mind dream friend floor luv floor luv punch floor see feel make get luv instant romantic luvday luv punch stop romantic romantic romantic,Happy,2PImloy1TRzKwuruKbYc29,https://open.spotify.com/track/2PImloy1TRzKwuruKbYc29?si=24eed3cfd34d4a13,https://i.scdn.co/image/ab67616d0000b273e0cec74492587bd2b293af66,2005-03-16
  칠리 (chilly)  ,Fancy Fish,fish space scale skin fish space scale skin scar scale skin lot star night everything day everything scar fish space scale skin fish space scale scar fish space scale skin fish space scale skin saw come hold become saw come hold become get get float change meet get use stay make feel let fall saw come hold become saw come hold become make feel let fall saw come hold become saw come hold become fancy tight fancy tight many torn strange deep fancy tight fancy tight deep fancy tight fancy tight,Depressed,4esbaLQKnaPxCNFnOlJMKw,https://open.spotify.com/track/4esbaLQKnaPxCNFnOlJMKw?si=1d5794482b514154,https://i.scdn.co/image/ab67616d0000b273c029d2871f8e0b11a767f5dd,2019-04-17
  하현곤 팩토리  ,내 시급보다 비싼 캬라멜 마끼아또,everyday everyday cool hot,Happy,7retjJtBY4Ke1xSzIPLH0C,https://open.spotify.com/track/7retjJtBY4Ke1xSzIPLH0C?si=ee44b1ca0f6f4ff1,https://i.scdn.co/image/ab67616d0000b273141695dc13b1159c590b7cdd,2013-06-21
  모브닝 (MOVNING)  ,GOT TO BE WILD,day time blood mind drink smoke way boy blood mind drink smoke way way day time day blood mind drink smoke way way way lose get come lose get come get come lose get come get come get come long long shot wild twenty shot wild wild long long long shot wild wild wild,Chilling,7e6li3NlMOPq1YgjHZbYfi,https://open.spotify.com/track/7e6li3NlMOPq1YgjHZbYfi?si=32fcbc41b693404a,https://i.scdn.co/image/ab67616d0000b273fb4392ddb204056f0fc40ed0,2017-08-25
  인스턴트 로맨틱 플로어  ,빙글 빙글,friend tell tell let know let love let know let love,Energetic,03QSayCpnlUTAQxeTYNIhz,https://open.spotify.com/track/03QSayCpnlUTAQxeTYNIhz?si=1e062978e4154cd4,https://i.scdn.co/image/ab67616d0000b2737df53a35c1037a96cc2921b0,2013-01-30
  HUS (허밍어반스테레오)  ,에로 여배우,guy guy guy guy guy guy guy guy guy guy guy guy star star know know pornstar pornstar,Energetic,5b1A6AdHoaFDKH0j4RHSHv,https://open.spotify.com/track/5b1A6AdHoaFDKH0j4RHSHv?si=c306d124f97548e6,https://i.scdn.co/image/ab67616d0000b27363c226a7dc1c0b8a8b7b4ef2,2006-10-30
  슈퍼키드  ,Mr. Blue Sky,love love love love hello hello hello hello hello sky hello sky tomorrow tomorrow tomorrow hello sky hello sky tomorrow tomorrow sky hello sky tomorrow tomorrow tomorrow hello sky hello sky tomorrow tomorrow brotha sista com getha brotha sista com getha brotha sista com getha broth sista mama papa sing lala broth sista mama papa sing lala hello sky hello sky tomorrow tomorrow tomorrow hello sky hello sky tomorrow tomorrow tomorrow tomorrow forever sing sing sing blue blue blue blue lala lala lala blue blue,Energetic,3U5y3QJjZS5nAmBOXptwwz,https://open.spotify.com/track/3U5y3QJjZS5nAmBOXptwwz?si=8aeb46e2fc6b4060,https://i.scdn.co/image/ab67616d0000b2731c562d01cf5897b0931b3461,2010-09-10
  미스티 블루  ,Radio Days,radio day day day radio day,Energetic,4fG3ZFJC7Fn5ryIsAAkl8g,https://open.spotify.com/track/4fG3ZFJC7Fn5ryIsAAkl8g?si=4cfaebb77801419c,https://i.scdn.co/image/ab67616d0000b27342d2b22a11865cd1f90b19e8,2005-06-23
  RONY  ,Feeling,love heart love heart love everything love love eye love heart love heart heart love heart love heart feel feel feel feel feel smile dream fall feel smile shin feel sparkle feel feel feel feel feel feel feel feel feel feel feel love,Chilling,1JYMjhI8DVxy0e9iHYuTf0,https://open.spotify.com/track/1JYMjhI8DVxy0e9iHYuTf0?si=5d357106c6624ceb,https://i.scdn.co/image/ab67616d0000b27352f356a4a1c3ff6c9eb42bc6,2016-04-08
  오왠 (O.WHEN)  ,오늘,take take take take easy easy easy easy,Depressed,0M7kK6U1SfNyVmeHdLTRT0,https://open.spotify.com/track/0M7kK6U1SfNyVmeHdLTRT0?si=5befcd372c3a4b78,https://i.scdn.co/image/ab67616d0000b273b06a460827a81083ec411d93,2022-08-13
  유성윤  ,"닿을 듯 말 듯 (Feat. 신은서, 윤재)",step step step step,Comfortable,6Dv5C3dRJEPRV6xiFn4fmw,https://open.spotify.com/track/6Dv5C3dRJEPRV6xiFn4fmw?si=6fe2ac232e8e4a52,https://i.scdn.co/image/ab67616d0000b27362e9945012771041cb049d13,2017-10-17
  봄꽃연주  ,사랑하면 좋을까 (Vocal. PinkPlum (핑크플럼)),love love love love,Comfortable,17fZhCPa3bQUNbPO2uXeFU,https://open.spotify.com/track/17fZhCPa3bQUNbPO2uXeFU?si=e425a0b3b86d45bc,https://i.scdn.co/image/ab67616d0000b273363ca971e6caa600bc65cf96,2019-04-13
  김보선  ,예쁜 아가씨,baby,Energetic,1RiW2oqPO3Omw4Eaqh5l3W,https://open.spotify.com/track/1RiW2oqPO3Omw4Eaqh5l3W?si=413bdf816550427b,https://i.scdn.co/image/ab67616d0000b27366bc1e414e8181c90de4b973,2013-10-14
  제이레빗(J Rabbit)  ,My Favorite Things,raindrop rose whisker kitten copper kettle woolen mitten paper package string thing cream pony crisp apple strudel bell schnitzel noodle fly moon wing thing girl dress satin sash stay eyelash winter spring thing dog bee sting sad thing feel girl dress satin sash stay eyelash winter spring thing dog bee sting sad thing feel tie color melt remember melt remember bright warm brown favorite sleigh geese favorite white blue nose white favorite feelin favorite bad white blue nose white favorite feelin favorite bad,Sad,2TiwHmMnKSJ1DHOQ13b5zR,https://open.spotify.com/track/2TiwHmMnKSJ1DHOQ13b5zR?si=80c8f07fdc19453a,https://i.scdn.co/image/ab67616d0000b273dde747de616989b22176c2ee,2011-03-04
  우쿨렐레 피크닉  ,트로피칼 (Tropical),paper turn,Energetic,5vlQkjOxNkbxNkUn2Pd2ZY,https://open.spotify.com/track/5vlQkjOxNkbxNkUn2Pd2ZY?si=fbcc4f9d74d14c1d,https://i.scdn.co/image/ab67616d0000b273a44ae3a0dcbe2743159fe8fa,2016-08-04
  김일두  ,Come And Go,light bright light bright come light bright come stay stay come stay come come light light bright,Sad,4iYcufrXiamd7ABpoZIAje,https://open.spotify.com/track/4iYcufrXiamd7ABpoZIAje?si=05d6d3b854644467,https://i.scdn.co/image/ab67616d0000b2734653496cda32ccbe8371410a,2021-01-16
  레트로밤 (Retro Bomb)  ,Show Time,show time time missmatch round feel style world time time right crazy knock crazy knock see play see crazy knock crazy knock see play see nervous nervous right freakin nervous nervous,Energetic,36sF3wSoxbVH9Df7EBV5Ra,https://open.spotify.com/track/36sF3wSoxbVH9Df7EBV5Ra?si=6e5bd5aba217406b,https://i.scdn.co/image/ab67616d0000b27365ff74932b0d1d30c1298b8a,2021-01-28
  더핀 (The Finnn)  ,쉴드,sorry world right sorry use rule,Energetic,0bC8u5T2Tfc2hTe0DzF2Sq,https://open.spotify.com/track/0bC8u5T2Tfc2hTe0DzF2Sq?si=cd523cfc01f54b98,https://i.scdn.co/image/ab67616d0000b2737d420712f926564cf0581636,2018-03-11
  청년들  ,조용한 노래,brighter sky comin song guy look side side pete katie john tomorrow yesterday side side pete katie john tomorrow yesterday dream sing try try sing care try try sing care true best bright bright,Depressed,1DXMMe9Aecr3azTw50G0eL,https://open.spotify.com/track/1DXMMe9Aecr3azTw50G0eL?si=233cdcf75acf4fab,https://i.scdn.co/image/ab67616d0000b2730c1c0e292f589ff3ed9a3da5,2013-06-04
